,school,district_id,district_name,EMH,EMH_combined,school_id,achievement_dir,growth_dir,overall_dir,emh
1017,MANITOU SPRINGS MIDDLE SCHOOL,1030,MANITOU SPRINGS 14,M,,5464,flat,flat,down,M
1018,MANITOU SPRINGS HIGH SCHOOL,1030,MANITOU SPRINGS 14,H,,5468,down,flat,flat,H
1019,MANNING OPTIONS SCHOOL,1420,JEFFERSON COUNTY R-1,M,,5472,flat,flat,flat,M
1020,MANZANOLA ELEMENTARY SCHOOL,2535,MANZANOLA 3J,E,,5498,up,up,up,E
1021,MANZANOLA JUNIOR-SENIOR HIGH SCHOOL,2535,MANZANOLA 3J,H,,5506,down,down,up,H
1022,MAPLE GROVE ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,5524,flat,flat,flat,E
1023,HOPKINS ELEMENTARY SCHOOL,140,LITTLETON 6,E,,5572,up,flat,up,E
1024,TWAIN ELEMENTARY SCHOOL,140,LITTLETON 6,E,,5574,flat,flat,up,E
1025,TWAIN ELEMENTARY SCHOOL,1010,COLORADO SPRINGS 11,E,,5576,up,up,up,E
1026,MARRAMA ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,,5578,up,flat,up,E
1027,MARSHDALE ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,5580,flat,down,flat,E
1028,MARTIN LUTHER KING JR ELEMENTARY SCHOOL,990,WIDEFIELD 3,E,,5602,down,down,down,E
1029,KING ELEMENTARY SCHOOL,1010,COLORADO SPRINGS 11,E,,5604,down,down,down,E
1030,MARTIN LUTHER KING JR. EARLY COLLEGE,880,DENVER COUNTY 1,H,,5605,flat,flat,flat,H
1031,MARTIN LUTHER KING JR. EARLY COLLEGE,880,DENVER COUNTY 1,M,,5605,flat,down,flat,M
1032,CREEKSIDE ELEMENTARY SCHOOL AT MARTIN PARK,480,BOULDER VALLEY RE 2,E,,5606,flat,flat,up,E
1033,SAGE CANYON ELEMENTARY,900,DOUGLAS COUNTY RE 1,E,,5607,flat,flat,flat,E
1034,MARTINEZ ELEMENTARY SCHOOL,1010,COLORADO SPRINGS 11,E,,5610,flat,flat,flat,E
1035,MARY E PENNOCK ELEMENTARY SCHOOL,40,BRIGHTON 27J,E,,5615,down,flat,flat,E
1036,MAPLEWOOD ELEMENTARY SCHOOL,3120,GREELEY 6,E,,5620,flat,flat,flat,E
1037,MAXWELL ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,,5644,down,down,flat,E
1038,MCAULIFFE ELEMENTARY SCHOOL,3120,GREELEY 6,E,,5660,flat,down,down,E
1039,MC CLAVE ELEMENTARY SCHOOL,310,MC CLAVE RE-2,E,,5666,flat,flat,flat,E
1040,MC CLAVE UNDIVIDED HIGH SCHOOL,310,MC CLAVE RE-2,H,,5670,flat,flat,flat,H
1041,MC CLAVE UNDIVIDED HIGH SCHOOL,310,MC CLAVE RE-2,M,,5670,up,up,up,M
1042,MC GLONE ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,,5685,down,up,up,E
1043,MCGRAW ELEMENTARY SCHOOL,1550,POUDRE R-1,E,,5688,flat,flat,flat,E
1044,MC KINLEY-THATCHER ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,,5702,flat,up,up,E
1045,MCKINLEY ELEMENTARY SCHOOL,1140,CANON CITY RE-1,E,,5704,flat,flat,flat,E
1046,MC ELWAIN ELEMENTARY SCHOOL,20,ADAMS 12 FIVE STAR SCHOOLS,E,,5706,flat,up,flat,E
1047,MC MEEN ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,,5716,flat,down,down,E
1048,MEAD HIGH SCHOOL,470,ST VRAIN VALLEY RE 1J,H,,5722,flat,up,flat,H
1049,MEAD ELEMENTARY SCHOOL,470,ST VRAIN VALLEY RE 1J,E,,5726,flat,flat,flat,E
1050,MEAD MIDDLE SCHOOL,470,ST VRAIN VALLEY RE 1J,M,,5730,flat,flat,flat,M
1051,HOMESTAKE PEAK SCHOOL,910,EAGLE COUNTY RE 50,E,,5742,flat,down,down,E
1052,MEADOW POINT ELEMENTARY SCHOOL,130,CHERRY CREEK 5,E,,5744,flat,up,up,E
1053,MEADOW VIEW ELEMENTARY SCHOOL,900,DOUGLAS COUNTY RE 1,E,,5745,up,up,flat,E
1054,MEEKER ELEMENTARY SCHOOL,2710,MEEKER RE1,E,,5750,flat,flat,down,E
1055,MEEKER ELEMENTARY SCHOOL,3120,GREELEY 6,E,,5752,down,down,down,E
1056,BARONE MIDDLE SCHOOL,2710,MEEKER RE1,M,,5754,up,flat,flat,M
1057,MEIKLEJOHN ELEMENTARY,1420,JEFFERSON COUNTY R-1,E,,5758,flat,flat,flat,E
1058,MEEKER HIGH SCHOOL,2710,MEEKER RE1,H,,5762,flat,up,flat,H
1059,MERIDIAN RANCH INTERNATIONAL SCHOOL,1110,FALCON 49,E,,5779,flat,up,flat,E
1060,MERINO ELEMENTARY SCHOOL,1860,BUFFALO RE-4J,E,,5802,flat,up,up,E
1061,MERINO JUNIOR SENIOR HIGH SCHOOL,1860,BUFFALO RE-4J,H,,5806,down,up,flat,H
1062,MERINO JUNIOR SENIOR HIGH SCHOOL,1860,BUFFALO RE-4J,M,,5806,flat,up,up,M
1063,THORNTON MIDDLE SCHOOL,20,ADAMS 12 FIVE STAR SCHOOLS,M,,5814,flat,down,down,M
1064,THORNTON HIGH SCHOOL,20,ADAMS 12 FIVE STAR SCHOOLS,H,,5816,flat,flat,flat,H
1065,MERRILL MIDDLE SCHOOL,880,DENVER COUNTY 1,M,,5826,flat,flat,down,M
1066,MESA VALLEY VISION HOME AND COMMUNITY PROGRAM,2000,MESA COUNTY VALLEY 51,E,,5828,flat,flat,flat,E
1067,MESA VALLEY VISION HOME AND COMMUNITY PROGRAM,2000,MESA COUNTY VALLEY 51,H,,5828,flat,up,flat,H
1068,MESA VALLEY VISION HOME AND COMMUNITY PROGRAM,2000,MESA COUNTY VALLEY 51,M,,5828,flat,flat,flat,M
1069,MESA ELEMENTARY SCHOOL,70,WESTMINSTER 50,E,,5834,up,up,up,E
1070,MESA ELEMENTARY SCHOOL,2035,MONTEZUMA-CORTEZ RE-1,E,,5836,down,down,down,E
1071,MESA ELEMENTARY SCHOOL,480,BOULDER VALLEY RE 2,E,,5838,down,down,down,E
1072,MESA RIDGE HIGH SCHOOL,990,WIDEFIELD 3,H,,5841,down,down,down,H
1073,MESA VIEW ELEMENTARY SCHOOL,2000,MESA COUNTY VALLEY 51,E,,5842,flat,flat,flat,E
1074,LONE TREE ELEMENTARY,900,DOUGLAS COUNTY RE 1,E,,5843,flat,flat,flat,E
1075,CONTEMPORARY LEARNING ACADEMY HIGH SCHOOL,880,DENVER COUNTY 1,H,,5844,down,down,down,H
1076,MIAMI/YODER ELEMENTARY SCHOOL,1130,MIAMI/YODER 60 JT,E,,5850,down,up,up,E
1077,MIAMI-YODER SENIOR HIGH SCHOOL,1130,MIAMI/YODER 60 JT,H,,5854,down,down,down,H
1078,MIDDLE PARK HIGH SCHOOL,1350,EAST GRAND 2,H,,5864,flat,flat,flat,H
1079,MIAMI-YODER JUNIOR HIGH SCHOOL,1130,MIAMI/YODER 60 JT,M,,5870,down,down,down,M
1080,MIDLAND ELEMENTARY SCHOOL,1010,COLORADO SPRINGS 11,E,,5878,up,down,down,E
1081,MILLER MIDDLE SCHOOL,1520,DURANGO 9-R,M,,5888,flat,up,flat,M
1082,MILLIKEN ELEMENTARY SCHOOL,3110,JOHNSTOWN-MILLIKEN RE-5J,E,,5896,flat,down,down,E
1083,MILLIKEN MIDDLE SCHOOL,3110,JOHNSTOWN-MILLIKEN RE-5J,M,,5902,flat,flat,flat,M
1084,MINNEQUA ELEMENTARY SCHOOL,2690,PUEBLO CITY 60,E,,5916,flat,down,down,E
1085,MISSION VIEJO ELEMENTARY SCHOOL,130,CHERRY CREEK 5,E,,5934,flat,flat,flat,E
1086,MITCHELL ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,5944,flat,flat,flat,E
1087,MITCHELL HIGH SCHOOL,1010,COLORADO SPRINGS 11,H,,5948,down,down,down,H
1088,MOFFAT MIDDLE SCHOOL,2800,MOFFAT 2,M,,5956,flat,flat,flat,M
1089,MOFFAT COUNTY HIGH SCHOOL,2020,MOFFAT COUNTY RE:NO 1,H,,5962,flat,flat,flat,H
1090,MOLHOLM ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,5972,down,flat,flat,E
1091,MONACO ELEMENTARY SCHOOL,30,ADAMS COUNTY 14,E,,5982,flat,up,up,E
1092,MONFORT ELEMENTARY SCHOOL,3120,GREELEY 6,E,,5985,flat,down,flat,E
1093,MONROE ELEMENTARY SCHOOL,1010,COLORADO SPRINGS 11,E,,5988,flat,flat,down,E
1094,MONROE ELEMENTARY SCHOOL,1560,THOMPSON R2-J,E,,5992,flat,flat,up,E
1095,MONTESSORI PEAKS CHARTER ACADEMY,1420,JEFFERSON COUNTY R-1,E,,5994,flat,up,up,E
1096,MONTESSORI PEAKS CHARTER ACADEMY,1420,JEFFERSON COUNTY R-1,M,,5994,up,flat,flat,M
1097,MONTBELLO HIGH SCHOOL,880,DENVER COUNTY 1,H,,5995,down,flat,flat,H
1098,D C S MONTESSORI CHARTER SCHOOL,900,DOUGLAS COUNTY RE 1,E,,5997,flat,flat,flat,E
1099,OAKLAND ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,,5998,flat,down,down,E
1100,MONARCH HIGH SCHOOL,480,BOULDER VALLEY RE 2,H,,5999,flat,up,flat,H
1101,MONARCH K-8 SCHOOL,480,BOULDER VALLEY RE 2,E,,6000,flat,down,flat,E
1102,MONARCH K-8 SCHOOL,480,BOULDER VALLEY RE 2,M,,6000,flat,flat,flat,M
1103,MONTCLAIR ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,,6002,up,flat,flat,E
1104,MONTEREY ELEMENTARY SCHOOL,980,HARRISON 2,E,,6018,up,up,up,E
1105,MONTEZUMA-CORTEZ HIGH SCHOOL,2035,MONTEZUMA-CORTEZ RE-1,H,,6026,flat,down,down,H
1106,BILL METZ ELEMENTARY SCHOOL,2740,MONTE VISTA C-8,E,,6036,down,flat,flat,E
1107,MONTE VISTA MIDDLE SCHOOL,2740,MONTE VISTA C-8,M,,6044,flat,flat,flat,M
1108,MONTE VISTA SENIOR HIGH SCHOOL,2740,MONTE VISTA C-8,H,,6046,down,down,down,H
1109,COLUMBINE MIDDLE SCHOOL,2180,MONTROSE COUNTY RE-1J,M,,6054,flat,flat,flat,M
1110,MONTROSE HIGH SCHOOL,2180,MONTROSE COUNTY RE-1J,H,,6058,flat,flat,flat,H
1111,MOUNTAIN RANGE HIGH SCHOOL,20,ADAMS 12 FIVE STAR SCHOOLS,H,,6060,flat,flat,flat,H
1112,MONTVIEW MATH & HEALTH SCIENCES ELEMENTARY SCHOOL,180,ADAMS-ARAPAHOE 28J,E,,6068,up,down,down,E
1113,FRUITA MONUMENT HIGH SCHOOL,2000,MESA COUNTY VALLEY 51,H,,6070,flat,flat,flat,H
1114,MOORE K-8 SCHOOL,880,DENVER COUNTY 1,E,,6088,flat,flat,down,E
1115,MOORE K-8 SCHOOL,880,DENVER COUNTY 1,M,,6088,flat,up,up,M
1116,MOORE MIDDLE SCHOOL,1420,JEFFERSON COUNTY R-1,M,,6090,flat,flat,flat,M
1117,MOREY MIDDLE SCHOOL,880,DENVER COUNTY 1,M,,6098,flat,up,flat,M
1118,MORTON ELEMENTARY SCHOOL,2690,PUEBLO CITY 60,E,,6132,down,down,down,E
1119,MORTENSEN ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,6133,up,flat,flat,E
1120,MOUNT CARBON ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,6135,flat,up,flat,E
1121,MOUNTAINSIDE ELEMENTARY SCHOOL,1000,FOUNTAIN 8,E,,6138,flat,flat,up,E
1122,MOUNTAIN RIDGE MIDDLE SCHOOL,1040,ACADEMY 20,M,,6140,flat,flat,flat,M
1123,MOUNTAIN VIEW ELEMENTARY SCHOOL,20,ADAMS 12 FIVE STAR SCHOOLS,E,,6150,flat,flat,down,E
1124,MOUNTAIN VIEW ELEMENTARY SCHOOL,470,ST VRAIN VALLEY RE 1J,E,,6156,flat,up,up,E
1125,MOUNTAIN VIEW ELEMENTARY SCHOOL,1040,ACADEMY 20,E,,6158,flat,up,flat,E
1126,MRACHEK MIDDLE SCHOOL,180,ADAMS-ARAPAHOE 28J,M,,6160,flat,down,down,M
1127,MOUNTAIN VISTA COMMUNITY SCHOOL,980,HARRISON 2,E,,6162,down,down,down,E
1128,MOUNTAIN VISTA COMMUNITY SCHOOL,980,HARRISON 2,M,,6162,flat,flat,flat,M
1129,MOUNTAIN VIEW HIGH SCHOOL,1560,THOMPSON R2-J,H,,6163,flat,up,up,H
1130,MOUNTAIN RIDGE MIDDLE SCHOOL,900,DOUGLAS COUNTY RE 1,M,,6164,flat,flat,down,M
1131,MOUNTAIN VISTA HIGH SCHOOL,900,DOUGLAS COUNTY RE 1,H,,6165,flat,down,flat,H
1132,MOUNT GARFIELD MIDDLE SCHOOL,2000,MESA COUNTY VALLEY 51,M,,6166,down,up,flat,M
1133,MUNROE ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,,6188,up,up,up,E
1134,MURPHY CREEK K-8 SCHOOL,180,ADAMS-ARAPAHOE 28J,E,,6189,down,flat,flat,E
1135,MURPHY CREEK K-8 SCHOOL,180,ADAMS-ARAPAHOE 28J,M,,6189,down,flat,flat,M
1136,NAMAQUA ELEMENTARY SCHOOL,1560,THOMPSON R2-J,E,,6194,flat,down,down,E
1137,NEW VISTA HIGH SCHOOL,480,BOULDER VALLEY RE 2,H,,6195,down,down,down,H
1138,NATURITA ELEMENTARY & MIDDLE SCHOOL,2190,WEST END RE-2,E,,6196,up,down,flat,E
1139,NEDERLAND ELEMENTARY SCHOOL,480,BOULDER VALLEY RE 2,E,,6208,up,flat,flat,E
1140,NEDERLAND MIDDLE-SENIOR HIGH SCHOOL,480,BOULDER VALLEY RE 2,H,,6212,flat,up,flat,H
1141,NEDERLAND MIDDLE-SENIOR HIGH SCHOOL,480,BOULDER VALLEY RE 2,M,,6212,flat,up,flat,M
1142,NEW AMERICA SCHOOL,180,ADAMS-ARAPAHOE 28J,H,,6219,up,up,flat,H
1143,NEW VISION CHARTER SCHOOL,1560,THOMPSON R2-J,E,,6220,up,up,up,E
1144,NEW VISION CHARTER SCHOOL,1560,THOMPSON R2-J,M,,6220,flat,up,up,M
1145,NEEDHAM ELEMENTARY SCHOOL,1520,DURANGO 9-R,E,,6222,flat,down,down,E
1146,NEVIN PLATT MIDDLE SCHOOL,480,BOULDER VALLEY RE 2,M,,6224,flat,flat,flat,M
1147,NEW HORIZONS DAY SCHOOL,980,HARRISON 2,H,,6244,up,flat,down,H
1148,NEW HORIZONS DAY SCHOOL,980,HARRISON 2,M,,6244,flat,down,flat,M
1149,NEWLON ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,,6254,down,down,flat,E
1150,NISLEY ELEMENTARY SCHOOL,2000,MESA COUNTY VALLEY 51,E,,6264,flat,flat,flat,E
1151,NIWOT ELEMENTARY SCHOOL,470,ST VRAIN VALLEY RE 1J,E,,6274,flat,flat,flat,E
1152,NIWOT HIGH SCHOOL,470,ST VRAIN VALLEY RE 1J,H,,6276,down,down,down,H
1153,NORMANDY ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,6286,flat,flat,flat,E
1154,NORTH ELEMENTARY SCHOOL,40,BRIGHTON 27J,E,,6294,down,down,down,E
1155,NORTH FORK MONTESSORI SCHOOL,870,DELTA COUNTY 50(J),E,,6298,up,up,flat,E
1156,NORTH MIDDLE SCHOOL,1010,COLORADO SPRINGS 11,M,,6306,flat,flat,flat,M
1157,NORTH MIDDLE SCHOOL HEALTH SCIENCES AND TECHNOLOGY CAMPUS,180,ADAMS-ARAPAHOE 28J,M,,6310,up,down,flat,M
1158,NORTH HIGH SCHOOL,880,DENVER COUNTY 1,H,,6314,up,up,flat,H
1159,NORTH ARVADA MIDDLE SCHOOL,1420,JEFFERSON COUNTY R-1,M,,6330,flat,flat,flat,M
1160,PATRIOT ELEMENTARY SCHOOL,1000,FOUNTAIN 8,E,,6338,down,flat,flat,E
1161,SHADOW RIDGE MIDDLE SCHOOL,20,ADAMS 12 FIVE STAR SCHOOLS,M,,6342,flat,flat,flat,M
1162,HERITAGE MIDDLE SCHOOL,470,ST VRAIN VALLEY RE 1J,M,,6344,flat,up,flat,M
1163,BRUCE RANDOLPH SCHOOL,880,DENVER COUNTY 1,H,,6350,flat,down,flat,H
1164,BRUCE RANDOLPH SCHOOL,880,DENVER COUNTY 1,M,,6350,up,down,down,M
1165,NORTH MESA ELEMENTARY SCHOOL,2700,PUEBLO COUNTY 70,E,,6354,flat,up,up,E
1166,NORTH MOR ELEMENTARY SCHOOL,20,ADAMS 12 FIVE STAR SCHOOLS,E,,6355,flat,flat,flat,E
1167,NORTH PARK JUNIOR-SENIOR HIGH SCHOOL,1410,NORTH PARK R-1,H,,6358,up,up,up,H
1168,NORTH PARK JUNIOR-SENIOR HIGH SCHOOL,1410,NORTH PARK R-1,M,,6358,down,down,down,M
1169,NORTHRIDGE HIGH SCHOOL,3120,GREELEY 6,H,,6364,down,down,down,H
1170,SKYVIEW ACADEMY,900,DOUGLAS COUNTY RE 1,E,,6365,flat,flat,flat,E
1171,NORTHSIDE ELEMENTARY SCHOOL,2180,MONTROSE COUNTY RE-1J,E,,6366,down,down,down,E
1172,NORTH STAR ELEMENTARY SCHOOL,20,ADAMS 12 FIVE STAR SCHOOLS,E,,6376,up,down,flat,E
1173,NORTHEAST ACADEMY CHARTER SCHOOL,880,DENVER COUNTY 1,E,,6394,down,down,flat,E
1174,NORTHEAST ACADEMY CHARTER SCHOOL,880,DENVER COUNTY 1,M,,6394,flat,down,down,M
1175,NORTHEAST ELEMENTARY SCHOOL,40,BRIGHTON 27J,E,,6395,down,down,up,E
1176,NORTHEAST ELEMENTARY SCHOOL,900,DOUGLAS COUNTY RE 1,E,,6396,flat,down,down,E
1177,ACADEMIA ANA MARIE SANDOVAL,880,DENVER COUNTY 1,E,,6397,up,flat,up,E
1178,NORTHGLENN MIDDLE SCHOOL,20,ADAMS 12 FIVE STAR SCHOOLS,M,,6398,flat,down,down,M
1179,NORTHGLENN HIGH SCHOOL,20,ADAMS 12 FIVE STAR SCHOOLS,H,,6402,flat,down,down,H
1180,NORTHRIDGE ELEMENTARY SCHOOL,470,ST VRAIN VALLEY RE 1J,E,,6404,flat,up,up,E
1181,NORTHRIDGE ELEMENTARY SCHOOL,900,DOUGLAS COUNTY RE 1,E,,6406,flat,flat,down,E
1182,NORWOOD ELEMENTARY SCHOOL,2840,NORWOOD R-2J,E,,6418,down,up,up,E
1183,NORWOOD HIGH SCHOOL,2840,NORWOOD R-2J,H,,6422,up,flat,up,H
1184,NORWOOD HIGH SCHOOL,2840,NORWOOD R-2J,M,,6422,up,flat,down,M
1185,NUCLA HIGH SCHOOL,2190,WEST END RE-2,H,,6436,flat,up,up,H
1186,NUCLA HIGH SCHOOL,2190,WEST END RE-2,M,,6436,up,up,up,M
1187,OAK CREEK ELEMENTARY SCHOOL,980,HARRISON 2,E,,6460,down,down,flat,E
1188,OAK GROVE ELEMENTARY SCHOOL,2180,MONTROSE COUNTY RE-1J,E,,6466,flat,up,up,E
1189,OBERON JUNIOR HIGH SCHOOL,1420,JEFFERSON COUNTY R-1,M,,6470,flat,flat,flat,M
1190,O'CONNELL MIDDLE SCHOOL,1420,JEFFERSON COUNTY R-1,M,,6474,flat,down,flat,M
1191,O'DEA ELEMENTARY SCHOOL,1550,POUDRE R-1,E,,6476,flat,flat,flat,E
1192,ODYSSEY CHARTER ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,,6479,up,up,up,E
1193,ODYSSEY CHARTER ELEMENTARY SCHOOL,880,DENVER COUNTY 1,M,,6479,flat,down,flat,M
1194,OLANDER ELEMENTARY SCHOOL,1550,POUDRE R-1,E,,6482,up,up,up,E
1195,ODYSSEY ELEMENTARY SCHOOL,1110,FALCON 49,E,,6483,down,down,flat,E
1196,OLATHE ELEMENTARY SCHOOL,2180,MONTROSE COUNTY RE-1J,E,,6486,flat,up,up,E
1197,OLATHE MIDDLE SCHOOL,2180,MONTROSE COUNTY RE-1J,M,,6490,down,up,up,M
1198,OLATHE HIGH SCHOOL,2180,MONTROSE COUNTY RE-1J,H,,6494,down,flat,flat,H
1199,OLGA A HELLBECK ELEMENTARY SCHOOL,2690,PUEBLO CITY 60,E,,6504,down,down,flat,E
1200,OMAR D BLAIR CHARTER SCHOOL,880,DENVER COUNTY 1,E,,6508,flat,flat,flat,E
1201,OMAR D BLAIR CHARTER SCHOOL,880,DENVER COUNTY 1,M,,6508,flat,flat,flat,M
1202,MONTE VISTA ON-LINE ACADEMY,2740,MONTE VISTA C-8,H,,6520,flat,flat,flat,H
1203,HANSON ELEMENTARY SCHOOL,30,ADAMS COUNTY 14,E,,6534,down,flat,flat,E
1204,HANSON ELEMENTARY SCHOOL,30,ADAMS COUNTY 14,M,,6534,down,down,flat,M
1205,JEFFERSON COUNTY OPEN ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,6539,flat,down,down,E
1206,JEFFERSON COUNTY OPEN SECONDARY,1420,JEFFERSON COUNTY R-1,H,,6541,up,up,up,H
1207,JEFFERSON COUNTY OPEN SECONDARY,1420,JEFFERSON COUNTY R-1,M,,6541,up,up,up,M
1208,ORCHARD AVENUE ELEMENTARY SCHOOL,2000,MESA COUNTY VALLEY 51,E,,6554,down,down,down,E
1209,ORCHARD MESA MIDDLE SCHOOL,2000,MESA COUNTY VALLEY 51,M,,6562,down,down,down,M
1210,OTERO ELEMENTARY SCHOOL,980,HARRISON 2,E,,6578,flat,down,down,E
1211,OTIS ELEMENTARY SCHOOL,3050,OTIS R-3,E,,6582,down,down,down,E
1212,OTIS JUNIOR-SENIOR HIGH SCHOOL,3050,OTIS R-3,H,,6586,down,up,up,H
1213,OTIS JUNIOR-SENIOR HIGH SCHOOL,3050,OTIS R-3,M,,6586,up,down,down,M
1214,OURAY ELEMENTARY SCHOOL,2580,OURAY R-1,E,,6596,flat,flat,flat,E
1215,OURAY MIDDLE SCHOOL,2580,OURAY R-1,M,,6598,flat,flat,flat,M
1216,OURAY SENIOR HIGH SCHOOL,2580,OURAY R-1,H,,6600,up,up,flat,H
1217,OVERLAND HIGH SCHOOL,130,CHERRY CREEK 5,H,,6625,flat,flat,flat,H
1218,OVERLAND TRAIL MIDDLE SCHOOL,40,BRIGHTON 27J,M,,6638,flat,flat,flat,M
1219,HORIZONS K-8 SCHOOL,480,BOULDER VALLEY RE 2,E,,6642,flat,flat,flat,E
1220,HORIZONS K-8 SCHOOL,480,BOULDER VALLEY RE 2,M,,6642,flat,flat,flat,M
1221,PAGOSA SPRINGS ELEMENTARY SCHOOL,220,ARCHULETA COUNTY 50 JT,E,,6652,flat,flat,flat,E
1222,PAGOSA SPRINGS MIDDLE SCHOOL,220,ARCHULETA COUNTY 50 JT,E,,6657,flat,flat,flat,E
1223,PAGOSA SPRINGS MIDDLE SCHOOL,220,ARCHULETA COUNTY 50 JT,M,,6657,flat,flat,flat,M
1224,PAGOSA SPRINGS HIGH SCHOOL,220,ARCHULETA COUNTY 50 JT,H,,6658,down,down,down,H
1225,PALISADE HIGH SCHOOL,2000,MESA COUNTY VALLEY 51,H,,6666,up,up,flat,H
1226,PALMER ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,,6676,flat,down,down,E
1227,PALMER RIDGE HIGH SCHOOL,1080,LEWIS-PALMER 38,H,,6678,flat,flat,flat,H
1228,PALMER HIGH SCHOOL,1010,COLORADO SPRINGS 11,H,,6680,down,down,down,H
1229,PALMER LAKE ELEMENTARY SCHOOL,1080,LEWIS-PALMER 38,E,,6682,flat,flat,flat,E
1230,PANORAMA MIDDLE SCHOOL,980,HARRISON 2,M,,6686,flat,down,down,M
1231,PAONIA ELEMENTARY SCHOOL,870,DELTA COUNTY 50(J),E,,6700,up,flat,flat,E
1232,OTHO E STUART MIDDLE SCHOOL,40,BRIGHTON 27J,M,,6702,up,up,flat,M
1233,PAONIA HIGH SCHOOL,870,DELTA COUNTY 50(J),H,,6708,flat,flat,flat,H
1234,PAONIA HIGH SCHOOL,870,DELTA COUNTY 50(J),M,,6708,flat,flat,flat,M
1235,PARIS ELEMENTARY SCHOOL,180,ADAMS-ARAPAHOE 28J,E,,6728,flat,down,down,E
1236,PARK ELEMENTARY SCHOOL,1520,DURANGO 9-R,E,,6738,flat,flat,flat,E
1237,MOUNTAIN VIEW ELEMENTARY SCHOOL,3100,WINDSOR RE-4,E,,6750,up,up,up,E
1238,MOUNT VIEW CORE KNOWLEDGE CHARTER SCHOOL,1140,CANON CITY RE-1,E,,6752,flat,down,flat,E
1239,MOUNT VIEW CORE KNOWLEDGE CHARTER SCHOOL,1140,CANON CITY RE-1,M,,6752,flat,flat,down,M
1240,PARK HILL SCHOOL,880,DENVER COUNTY 1,E,,6754,flat,down,down,E
1241,PARK LANE ELEMENTARY SCHOOL,180,ADAMS-ARAPAHOE 28J,E,,6758,up,up,up,E
1242,PARK VIEW ELEMENTARY SCHOOL,2690,PUEBLO CITY 60,E,,6770,down,down,flat,E
1243,SAGEWOOD MIDDLE SCHOOL,900,DOUGLAS COUNTY RE 1,M,,6772,flat,flat,flat,M
1244,SIERRA MIDDLE SCHOOL,900,DOUGLAS COUNTY RE 1,M,,6773,flat,down,flat,M
1245,MARTINEZ ELEMENTARY SCHOOL,3120,GREELEY 6,E,,6774,down,down,down,E
1246,NOEL MIDDLE SCHOOL,880,DENVER COUNTY 1,M,,6784,flat,down,flat,M
1247,PARKVIEW ELEMENTARY SCHOOL,2660,LAMAR RE-2,E,,6794,down,flat,flat,E
1248,PARMALEE ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,6804,flat,flat,flat,E
1249,PARR ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,6806,down,down,down,E
1250,PATTERSON ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,6808,up,flat,flat,E
1251,PATRIOT LEARNING CENTER,1110,FALCON 49,M,,6810,down,down,down,M
1252,PEABODY ELEMENTARY SCHOOL,140,LITTLETON 6,E,,6814,flat,down,flat,E
1253,PEAK TO PEAK CHARTER SCHOOL,480,BOULDER VALLEY RE 2,E,,6816,flat,up,up,E
1254,PEAK TO PEAK CHARTER SCHOOL,480,BOULDER VALLEY RE 2,H,,6816,down,down,flat,H
1255,PEAK TO PEAK CHARTER SCHOOL,480,BOULDER VALLEY RE 2,M,,6816,flat,down,flat,M
1256,PEAKVIEW ELEMENTARY SCHOOL,130,CHERRY CREEK 5,E,,6820,flat,flat,flat,E
1257,PECK ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,6828,flat,up,up,E
1258,NIVER CREEK MIDDLE SCHOOL,20,ADAMS 12 FIVE STAR SCHOOLS,M,,6830,flat,up,flat,M
1259,PEETZ ELEMENTARY SCHOOL,1870,PLATEAU RE-5,E,,6834,flat,flat,flat,E
1260,PEETZ JUNIOR-SENIOR HIGH SCHOOL,1870,PLATEAU RE-5,H,,6838,flat,down,flat,H
1261,PEETZ JUNIOR-SENIOR HIGH SCHOOL,1870,PLATEAU RE-5,M,,6838,flat,up,up,M
1262,PEIFFER ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,6844,up,up,up,E
1263,PENNINGTON ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,6848,flat,flat,flat,E
