,Record_no,district_id,district_name,school_id,school,EMH,EMH_combined,achievement_dir,growth_dir,overall_dir,emh
862,916.0,910.0,EAGLE COUNTY RE 50,2346.0,EAGLE VALLEY ELEMENTARY SCHOOL,E,E,down,down,down,E
863,917.0,910.0,EAGLE COUNTY RE 50,2350.0,EAGLE VALLEY HIGH SCHOOL,H,H,flat,flat,flat,H
864,918.0,910.0,EAGLE COUNTY RE 50,2355.0,EAGLE VALLEY MIDDLE SCHOOL,M,M,flat,flat,flat,M
865,919.0,910.0,EAGLE COUNTY RE 50,2530.0,EDWARDS ELEMENTARY SCHOOL,E,E,flat,flat,flat,E
866,920.0,910.0,EAGLE COUNTY RE 50,39.0,GYPSUM CREEK MIDDLE SCHOOL,M,M,down,down,flat,M
867,921.0,910.0,EAGLE COUNTY RE 50,3710.0,GYPSUM ELEMENTARY SCHOOL,E,E,flat,down,flat,E
868,922.0,910.0,EAGLE COUNTY RE 50,5742.0,HOMESTAKE PEAK SCHOOL,E,EM,flat,flat,down,E
869,923.0,910.0,EAGLE COUNTY RE 50,5742.0,HOMESTAKE PEAK SCHOOL,M,EM,flat,flat,flat,M
870,924.0,910.0,EAGLE COUNTY RE 50,4838.0,JUNE CREEK ELEMENTARY SCHOOL,E,E,flat,down,down,E
871,926.0,910.0,EAGLE COUNTY RE 50,205.0,RED CANYON HIGH SCHOOL,H,H,down,,flat,H
872,927.0,910.0,EAGLE COUNTY RE 50,37.0,RED HILL ELEMENTARY SCHOOL,E,E,flat,down,flat,E
873,928.0,910.0,EAGLE COUNTY RE 50,7296.0,RED SANDSTONE ELEMENTARY SCHOOL,E,E,flat,down,flat,E
874,929.0,910.0,EAGLE COUNTY RE 50,9061.0,VAIL SKI AND SNOWBOARD ACADEMY (USSA),E,EMH,flat,flat,flat,E
875,930.0,910.0,EAGLE COUNTY RE 50,9061.0,VAIL SKI AND SNOWBOARD ACADEMY (USSA),M,EMH,flat,down,flat,M
876,931.0,910.0,EAGLE COUNTY RE 50,9061.0,VAIL SKI AND SNOWBOARD ACADEMY (USSA),H,EMH,flat,flat,flat,H
877,933.0,1350.0,EAST GRAND 2,2376.0,EAST GRAND MIDDLE SCHOOL,M,M,flat,flat,flat,M
878,934.0,1350.0,EAST GRAND 2,3182.0,FRASER VALLEY ELEMENTARY SCHOOL,E,E,flat,up,flat,E
879,935.0,1350.0,EAST GRAND 2,3556.0,GRANBY ELEMENTARY SCHOOL,E,E,flat,down,down,E
880,937.0,1350.0,EAST GRAND 2,4277.0,INDIAN PEAKS CHARTER SCHOOL,M,EM,down,,down,M
881,938.0,1350.0,EAST GRAND 2,5864.0,MIDDLE PARK HIGH SCHOOL,H,H,up,up,up,H
882,939.0,2520.0,EAST OTERO R1,4841.0,LA JUNTA INTERMEDIATE SCHOOL,E,E,down,down,flat,E
883,940.0,2520.0,EAST OTERO R1,5015.0,LA JUNTA JR/SR HIGH SCHOOL,M,MH,down,down,flat,M
884,941.0,2520.0,EAST OTERO R1,5015.0,LA JUNTA JR/SR HIGH SCHOOL,H,MH,down,down,flat,H
885,942.0,3085.0,EATON RE2,754.0,BENJAMIN EATON ELEMENTARY SCHOOL,E,E,flat,down,flat,E
886,943.0,3085.0,EATON RE2,2456.0,EATON HIGH SCHOOL,H,H,flat,flat,flat,H
887,944.0,3085.0,EATON RE2,2452.0,EATON MIDDLE SCHOOL,M,M,flat,down,flat,M
888,945.0,3085.0,EATON RE2,3286.0,GALETON ELEMENTARY SCHOOL,E,E,down,down,down,E
889,948.0,1120.0,EDISON 54 JT,2514.0,EDISON ELEMENTARY SCHOOL,E,E,down,down,down,E
890,949.0,1120.0,EDISON 54 JT,2526.0,EDISON JUNIORSENIOR HIGH SCHOOL,M,MH,up,up,up,M
891,951.0,950.0,ELBERT 200,2570.0,ELBERT ELEMENTARY SCHOOL,E,E,flat,flat,up,E
892,952.0,950.0,ELBERT 200,2574.0,ELBERT JUNIORSENIOR HIGH SCHOOL,M,MH,down,down,flat,M
893,953.0,950.0,ELBERT 200,2574.0,ELBERT JUNIORSENIOR HIGH SCHOOL,H,MH,up,up,up,H
894,954.0,920.0,ELIZABETH C1,2608.0,ELIZABETH HIGH SCHOOL,H,H,flat,flat,flat,H
895,955.0,920.0,ELIZABETH C1,2604.0,ELIZABETH MIDDLE SCHOOL,M,M,down,down,flat,M
896,956.0,920.0,ELIZABETH C1,3236.0,FRONTIER HIGH SCHOOL,H,H,up,,up,H
897,957.0,920.0,ELIZABETH C1,2572.0,LEGACY ACADEMY,E,EM,down,down,flat,E
898,958.0,920.0,ELIZABETH C1,2572.0,LEGACY ACADEMY,M,EM,down,down,down,M
899,959.0,920.0,ELIZABETH C1,7517.0,RUNNING CREEK ELEMENTARY SCHOOL,E,E,flat,down,flat,E
900,960.0,920.0,ELIZABETH C1,7925.0,SINGING HILLS ELEMENTARY SCHOOL,E,E,down,down,down,E
901,961.0,1050.0,ELLICOTT 22,2638.0,ELLICOTT ELEMENTARY SCHOOL,E,E,flat,up,up,E
902,962.0,1050.0,ELLICOTT 22,2640.0,ELLICOTT MIDDLE SCHOOL,M,M,down,down,flat,M
903,963.0,1050.0,ELLICOTT 22,2642.0,ELLICOTT SENIOR HIGH SCHOOL,H,H,down,down,flat,H
904,964.0,120.0,ENGLEWOOD 1,1514.0,CHARLES HAY WORLD SCHOOL,E,E,flat,down,down,E
905,965.0,120.0,ENGLEWOOD 1,1556.0,CHERRELYN ELEMENTARY SCHOOL,E,E,flat,down,down,E
906,966.0,120.0,ENGLEWOOD 1,1652.0,CLAYTON ELEMENTARY SCHOOL,E,E,flat,up,flat,E
907,967.0,120.0,ENGLEWOOD 1,206.0,COLORADO'S FINEST ALTERNATIVE HIGH SCHOOL,H,H,down,down,flat,H
908,968.0,120.0,ENGLEWOOD 1,2746.0,ENGLEWOOD HIGH SCHOOL,H,H,down,flat,flat,H
909,969.0,120.0,ENGLEWOOD 1,2750.0,ENGLEWOOD LEADERSHIP ACADEMY,M,M,flat,up,up,M
910,970.0,120.0,ENGLEWOOD 1,2752.0,ENGLEWOOD MIDDLE SCHOOL,M,M,flat,up,up,M
911,971.0,120.0,ENGLEWOOD 1,9620.0,WM E BISHOP ELEMENTARY SCHOOL,E,E,up,flat,flat,E
912,972.0,9130.0,EXPEDITIONARY BOCES,2840.0,EXPEDITIONARY LEARNING SCHOOL,E,EMH,flat,up,flat,E
913,973.0,9130.0,EXPEDITIONARY BOCES,2840.0,EXPEDITIONARY LEARNING SCHOOL,M,EMH,flat,up,up,M
914,974.0,9130.0,EXPEDITIONARY BOCES,2840.0,EXPEDITIONARY LEARNING SCHOOL,H,EMH,up,flat,flat,H
915,975.0,1110.0,FALCON 49,555.0,BANNING LEWIS RANCH ACADEMY,E,EM,up,up,up,E
916,976.0,1110.0,FALCON 49,555.0,BANNING LEWIS RANCH ACADEMY,M,EM,flat,up,flat,M
917,977.0,1110.0,FALCON 49,1618.0,EVANS INTERNATIONAL ELEMENTARY SCHOOL,E,E,down,down,down,E
918,978.0,1110.0,FALCON 49,2902.0,FALCON ELEMENTARY SCHOOL,E,E,flat,flat,flat,E
919,979.0,1110.0,FALCON 49,2908.0,FALCON HIGH SCHOOL,H,H,flat,flat,flat,H
920,980.0,1110.0,FALCON 49,2906.0,FALCON MIDDLE SCHOOL,M,M,flat,flat,flat,M
921,981.0,1110.0,FALCON 49,2877.0,FALCON VIRTUAL ACADEMY,E,EMH,up,,up,E
922,982.0,1110.0,FALCON 49,2877.0,FALCON VIRTUAL ACADEMY,M,EMH,flat,flat,flat,M
923,983.0,1110.0,FALCON 49,2877.0,FALCON VIRTUAL ACADEMY,H,EMH,up,flat,flat,H
924,984.0,1110.0,FALCON 49,4102.0,HORIZON MIDDLE SCHOOL,M,M,flat,flat,flat,M
925,985.0,1110.0,FALCON 49,5779.0,MERIDIAN RANCH INTERNATIONAL SCHOOL,E,E,flat,flat,up,E
926,986.0,1110.0,FALCON 49,6483.0,ODYSSEY ELEMENTARY SCHOOL,E,E,down,flat,flat,E
927,987.0,1110.0,FALCON 49,6810.0,PATRIOT LEARNING CENTER,M,MH,flat,up,up,M
928,988.0,1110.0,FALCON 49,6810.0,PATRIOT LEARNING CENTER,H,MH,up,down,flat,H
929,989.0,1110.0,FALCON 49,6935.0,PIKES PEAK SCHOOL EXPEDITIONARY LEARNING,E,EM,flat,up,flat,E
930,990.0,1110.0,FALCON 49,6935.0,PIKES PEAK SCHOOL EXPEDITIONARY LEARNING,M,EM,up,up,up,M
931,991.0,1110.0,FALCON 49,7317.0,REMINGTON ELEMENTARY SCHOOL,E,E,down,down,down,E
932,992.0,1110.0,FALCON 49,7339.0,RIDGEVIEW ELEMENTARY SCHOOL,E,E,flat,flat,flat,E
933,993.0,1110.0,FALCON 49,7463.0,ROCKY MOUNTAIN CLASSICAL ACADEMY,E,EM,flat,flat,flat,E
934,994.0,1110.0,FALCON 49,7463.0,ROCKY MOUNTAIN CLASSICAL ACADEMY,M,EM,flat,up,flat,M
935,995.0,1110.0,FALCON 49,7613.0,SAND CREEK HIGH SCHOOL,H,H,flat,flat,up,H
936,996.0,1110.0,FALCON 49,7960.0,SKYVIEW MIDDLE SCHOOL,M,M,flat,flat,flat,M
937,997.0,1110.0,FALCON 49,8010.0,SPRINGS RANCH ELEMENTARY SCHOOL,E,E,flat,up,flat,E
938,998.0,1110.0,FALCON 49,8266.0,STETSON ELEMENTARY SCHOOL,E,E,flat,up,flat,E
939,999.0,1110.0,FALCON 49,4251.0,THE IMAGINE CLASSICAL ACADEMY AT INDIGO RANCH,E,EM,flat,down,flat,E
940,1000.0,1110.0,FALCON 49,4251.0,THE IMAGINE CLASSICAL ACADEMY AT INDIGO RANCH,M,EM,flat,down,flat,M
941,1001.0,1110.0,FALCON 49,8791.0,VISTA RIDGE HIGH SCHOOL,H,H,down,down,down,H
942,1002.0,1110.0,FALCON 49,9706.0,WOODMEN HILLS ELEMENTARY SCHOOL,E,E,flat,down,down,E
943,1003.0,2405.0,FORT MORGAN RE3,492.0,BAKER CENTRAL SCHOOL,E,E,down,down,down,E
944,1004.0,2405.0,FORT MORGAN RE3,1850.0,COLUMBINE ELEMENTARY SCHOOL,E,E,up,down,flat,E
945,1005.0,2405.0,FORT MORGAN RE3,3078.0,FORT MORGAN HIGH SCHOOL,H,H,flat,down,flat,H
946,1006.0,2405.0,FORT MORGAN RE3,3074.0,FORT MORGAN MIDDLE SCHOOL,M,M,up,flat,up,M
947,1007.0,2405.0,FORT MORGAN RE3,3620.0,GREEN ACRES ELEMENTARY SCHOOL,E,E,up,up,flat,E
948,1009.0,2405.0,FORT MORGAN RE3,6954.0,PIONEER ELEMENTARY SCHOOL,E,E,up,up,flat,E
949,1010.0,1000.0,FOUNTAIN 8,1334.0,ABRAMS ELEMENTARY SCHOOL,E,E,flat,up,flat,E
950,1011.0,1000.0,FOUNTAIN 8,3102.0,ARAGON ELEMENTARY SCHOOL,E,E,up,up,flat,E
951,1012.0,1000.0,FOUNTAIN 8,1332.0,CARSON MIDDLE SCHOOL,M,M,flat,down,down,M
952,1013.0,1000.0,FOUNTAIN 8,3027.0,EAGLESIDE ELEMENTARY SCHOOL,E,E,flat,up,flat,E
953,1014.0,1000.0,FOUNTAIN 8,3106.0,FOUNTAIN MIDDLE SCHOOL,M,M,down,flat,down,M
954,1015.0,1000.0,FOUNTAIN 8,3110.0,FOUNTAINFORT CARSON HIGH SCHOOL,H,H,up,up,flat,H
955,1016.0,1000.0,FOUNTAIN 8,4474.0,JORDAHL ELEMENTARY SCHOOL,E,E,flat,up,flat,E
956,1019.0,1000.0,FOUNTAIN 8,3108.0,MESA ELEMENTARY SCHOOL,E,E,flat,up,up,E
957,1020.0,1000.0,FOUNTAIN 8,6138.0,MOUNTAINSIDE ELEMENTARY SCHOOL,E,E,up,down,flat,E
958,1021.0,1000.0,FOUNTAIN 8,6338.0,PATRIOT ELEMENTARY SCHOOL,E,E,down,up,flat,E
959,1022.0,1000.0,FOUNTAIN 8,9610.0,WEIKEL ELEMENTARY SCHOOL,E,E,flat,up,up,E
960,1023.0,2540.0,FOWLER R4J,56.0,FOWLER ELEMENTARY SCHOOL,E,E,flat,down,flat,E
961,1024.0,2540.0,FOWLER R4J,3134.0,FOWLER HIGH SCHOOL,H,H,up,flat,flat,H
962,1025.0,2540.0,FOWLER R4J,3130.0,FOWLER JUNIOR HIGH SCHOOL,M,M,flat,flat,flat,M
963,1026.0,1150.0,FREMONT RE2,3002.0,FLORENCE HIGH SCHOOL,H,H,down,down,flat,H
964,1029.0,1150.0,FREMONT RE2,3224.0,FREMONT ELEMENTARY SCHOOL,E,E,flat,up,up,E
965,1030.0,1150.0,FREMONT RE2,3226.0,FREMONT MIDDLE SCHOOL,M,M,flat,flat,flat,M
966,1031.0,1150.0,FREMONT RE2,6858.0,PENROSE ELEMENTARY SCHOOL,E,E,down,down,flat,E
967,1032.0,1850.0,FRENCHMAN RE3,2980.0,FLEMING ELEMENTARY SCHOOL,E,E,down,flat,flat,E
968,1033.0,1850.0,FRENCHMAN RE3,2988.0,FLEMING HIGH SCHOOL,M,MH,flat,up,up,M
969,1034.0,1850.0,FRENCHMAN RE3,2988.0,FLEMING HIGH SCHOOL,H,MH,up,up,flat,H
970,1035.0,1220.0,GARFIELD 16,3578.0,BEA UNDERWOOD ELEMENTARY SCHOOL,E,E,flat,up,up,E
971,1036.0,1220.0,GARFIELD 16,3586.0,GRAND VALLEY HIGH SCHOOL,H,H,flat,flat,flat,H
972,1037.0,1220.0,GARFIELD 16,8274.0,GRAND VALLEY MIDDLE SCHOOL,M,M,flat,up,flat,M
973,1038.0,1195.0,GARFIELD RE2,7890.0,CACTUS VALLEY ELEMENTARY SCHOOL,E,E,up,flat,flat,E
974,1039.0,1195.0,GARFIELD RE2,65.0,COAL RIDGE HIGH SCHOOL,H,H,flat,flat,flat,H
975,1040.0,1195.0,GARFIELD RE2,2573.0,ELK CREEK ELEMENTARY,E,E,up,up,flat,E
976,1041.0,1195.0,GARFIELD RE2,3281.0,GRAHAM MESA ELEMENTARY SCHOOL,E,E,flat,flat,flat,E
977,1042.0,1195.0,GARFIELD RE2,3967.0,HIGHLAND ELEMENTARY SCHOOL,E,E,flat,flat,flat,E
978,1043.0,1195.0,GARFIELD RE2,4510.0,KATHRYN SENOR ELEMENTARY SCHOOL,E,E,up,down,down,E
979,1044.0,1195.0,GARFIELD RE2,7360.0,RIFLE HIGH SCHOOL,H,H,up,flat,flat,H
980,1045.0,1195.0,GARFIELD RE2,7356.0,RIFLE MIDDLE SCHOOL,E,EM,flat,flat,flat,E
981,1046.0,1195.0,GARFIELD RE2,7356.0,RIFLE MIDDLE SCHOOL,M,EM,flat,flat,flat,M
982,1047.0,1195.0,GARFIELD RE2,7388.0,RIVERSIDE SCHOOL,E,EM,up,flat,flat,E
983,1048.0,1195.0,GARFIELD RE2,7388.0,RIVERSIDE SCHOOL,M,EM,up,up,up,M
984,1049.0,1195.0,GARFIELD RE2,9231.0,WAMSLEY ELEMENTARY SCHOOL,E,E,flat,down,down,E
985,1050.0,1780.0,GENOAHUGO C113,4158.0,GENOAHUGO ELEMENTARY SCHOOL,E,E,up,flat,flat,E
986,1051.0,1780.0,GENOAHUGO C113,4160.0,GENOAHUGO MIDDLE SCHOOL,M,M,flat,up,up,M
987,1052.0,1780.0,GENOAHUGO C113,4162.0,GENOAHUGO SENIOR HIGH SCHOOL,H,H,up,,down,H
988,1053.0,1330.0,GILPIN COUNTY RE1,1632.0,GILPIN COUNTY ELEMENTARY SCHOOL,E,E,flat,flat,flat,E
989,1054.0,1330.0,GILPIN COUNTY RE1,1634.0,GILPIN COUNTY UNDIVIDED HIGH SCHOOL,M,MH,up,flat,up,M
990,1055.0,1330.0,GILPIN COUNTY RE1,1634.0,GILPIN COUNTY UNDIVIDED HIGH SCHOOL,H,MH,flat,up,up,H
991,1056.0,2650.0,GRANADA RE1,3542.0,GRANADA ELEMENTARY SCHOOL,E,E,up,flat,flat,E
992,1057.0,2650.0,GRANADA RE1,3546.0,GRANADA UNDIVIDED HIGH SCHOOL,M,MH,up,up,up,M
993,1058.0,2650.0,GRANADA RE1,3546.0,GRANADA UNDIVIDED HIGH SCHOOL,H,MH,flat,down,flat,H
994,1059.0,3120.0,GREELEY 6,988.0,BRENTWOOD MIDDLE SCHOOL,M,M,down,down,down,M
995,1060.0,3120.0,GREELEY 6,1384.0,CENTENNIAL ELEMENTARY SCHOOL,E,E,flat,flat,flat,E
996,1061.0,3120.0,GREELEY 6,1500.0,CHAPPELOW K8 MAGNET SCHOOL,E,EM,down,flat,flat,E
997,1062.0,3120.0,GREELEY 6,1500.0,CHAPPELOW K8 MAGNET SCHOOL,M,EM,flat,flat,flat,M
998,1063.0,3120.0,GREELEY 6,2222.0,DOS RIOS ELEMENTARY SCHOOL,E,E,down,down,down,E
999,1064.0,3120.0,GREELEY 6,2414.0,EAST MEMORIAL ELEMENTARY SCHOOL,E,E,flat,flat,flat,E
1000,1066.0,3120.0,GREELEY 6,3162.0,FRANKLIN MIDDLE SCHOOL,M,M,flat,flat,flat,M
1001,1067.0,3120.0,GREELEY 6,1875.0,FRONTIER CHARTER ACADEMY,E,EMH,flat,up,flat,E
1002,1068.0,3120.0,GREELEY 6,1875.0,FRONTIER CHARTER ACADEMY,M,EMH,up,up,up,M
1003,1069.0,3120.0,GREELEY 6,1875.0,FRONTIER CHARTER ACADEMY,H,EMH,flat,down,flat,H
1004,1070.0,3120.0,GREELEY 6,3610.0,GREELEY CENTRAL HIGH SCHOOL,H,H,flat,flat,flat,H
1005,1071.0,3120.0,GREELEY 6,3614.0,GREELEY WEST HIGH SCHOOL,H,H,down,down,flat,H
1006,1072.0,3120.0,GREELEY 6,3880.0,HEATH MIDDLE SCHOOL,M,M,flat,up,up,M
1007,1073.0,3120.0,GREELEY 6,52.0,HEIMAN ELEMENTARY SCHOOL,E,E,flat,down,flat,E
1008,1074.0,3120.0,GREELEY 6,4356.0,JACKSON ELEMENTARY SCHOOL,E,E,flat,up,flat,E
1009,1075.0,3120.0,GREELEY 6,4425.0,JEFFERSON HIGH SCHOOL,H,H,up,up,up,H
1010,1076.0,3120.0,GREELEY 6,4438.0,JOHN EVANS MIDDLE SCHOOL,M,M,flat,flat,up,M
1011,1077.0,3120.0,GREELEY 6,5412.0,MADISON ELEMENTARY SCHOOL,E,E,flat,flat,flat,E
1012,1078.0,3120.0,GREELEY 6,5620.0,MAPLEWOOD ELEMENTARY SCHOOL,E,E,flat,up,flat,E
1013,1079.0,3120.0,GREELEY 6,6774.0,MARTINEZ ELEMENTARY SCHOOL,E,E,down,down,down,E
1014,1080.0,3120.0,GREELEY 6,5660.0,MCAULIFFE ELEMENTARY SCHOOL,E,E,down,down,down,E
1015,1081.0,3120.0,GREELEY 6,5752.0,MEEKER ELEMENTARY SCHOOL,E,E,down,flat,flat,E
1016,1082.0,3120.0,GREELEY 6,5985.0,MONFORT ELEMENTARY SCHOOL,E,E,flat,up,flat,E
1017,1083.0,3120.0,GREELEY 6,6364.0,NORTHRIDGE HIGH SCHOOL,H,H,flat,flat,flat,H
1018,1084.0,3120.0,GREELEY 6,54.0,ROMERO ELEMENTARY SCHOOL,E,E,down,flat,flat,E
1019,1085.0,3120.0,GREELEY 6,7700.0,SCOTT ELEMENTARY SCHOOL,E,E,down,down,down,E
1020,1086.0,3120.0,GREELEY 6,7814.0,SHAWSHEEN ELEMENTARY SCHOOL,E,E,flat,down,flat,E
1021,1087.0,3120.0,GREELEY 6,8965.0,UNION COLONY PREPARATORY SCHOOL,M,MH,flat,flat,flat,M
1022,1088.0,3120.0,GREELEY 6,8965.0,UNION COLONY PREPARATORY SCHOOL,H,MH,flat,flat,flat,H
1023,1089.0,3120.0,GREELEY 6,2850.0,UNIVERSITY SCHOOLS,E,EMH,flat,down,flat,E
1024,1090.0,3120.0,GREELEY 6,2850.0,UNIVERSITY SCHOOLS,M,EMH,up,flat,flat,M
1025,1091.0,3120.0,GREELEY 6,2850.0,UNIVERSITY SCHOOLS,H,EMH,flat,flat,flat,H
1026,1092.0,3120.0,GREELEY 6,9611.0,WEST RIDGE ACADEMY,E,EM,flat,,flat,E
1027,1093.0,3120.0,GREELEY 6,9611.0,WEST RIDGE ACADEMY,M,EM,flat,flat,flat,M
1028,1094.0,3120.0,GREELEY 6,53.0,WINOGRAD K8 ELEMENTARY SCHOOL,E,EM,flat,flat,flat,E
1029,1095.0,3120.0,GREELEY 6,53.0,WINOGRAD K8 ELEMENTARY SCHOOL,M,EM,flat,down,flat,M
1030,1096.0,1360.0,GUNNISON WATERSHED RE1J,2006.0,CRESTED BUTTE COMMUNITY SCHOOL,E,EMH,flat,flat,flat,E
1031,1097.0,1360.0,GUNNISON WATERSHED RE1J,2006.0,CRESTED BUTTE COMMUNITY SCHOOL,M,EMH,flat,flat,flat,M
1032,1098.0,1360.0,GUNNISON WATERSHED RE1J,2006.0,CRESTED BUTTE COMMUNITY SCHOOL,H,EMH,flat,flat,flat,H
1033,1099.0,1360.0,GUNNISON WATERSHED RE1J,3690.0,GUNNISON ELEMENTARY SCHOOL,E,E,flat,flat,flat,E
1034,1100.0,1360.0,GUNNISON WATERSHED RE1J,3694.0,GUNNISON HIGH SCHOOL,H,H,flat,up,up,H
1035,1101.0,1360.0,GUNNISON WATERSHED RE1J,3697.0,GUNNISON MIDDLE SCHOOL,M,M,flat,flat,flat,M
1036,1104.0,1070.0,HANOVER 28,3758.0,HANOVER JUNIORSENIOR HIGH SCHOOL,E,EMH,flat,up,flat,E
1037,1105.0,1070.0,HANOVER 28,3758.0,HANOVER JUNIORSENIOR HIGH SCHOOL,M,EMH,up,up,up,M
1038,1106.0,1070.0,HANOVER 28,3758.0,HANOVER JUNIORSENIOR HIGH SCHOOL,H,EMH,flat,up,up,H
1039,1107.0,1070.0,HANOVER 28,6701.0,PRAIRIE HEIGHTS ELEMENTARY SCHOOL,E,E,flat,,up,E
1040,1108.0,980.0,HARRISON 2,469.0,ATLAS PREPARATORY SCHOOL,E,EM,down,down,down,E
1041,1109.0,980.0,HARRISON 2,469.0,ATLAS PREPARATORY SCHOOL,M,EM,flat,flat,flat,M
1042,1110.0,980.0,HARRISON 2,1000.0,BRICKER ELEMENTARY SCHOOL,E,E,down,down,down,E
1043,1111.0,980.0,HARRISON 2,1306.0,CARMEL MIDDLE SCHOOL,M,M,up,up,up,M
1044,1112.0,980.0,HARRISON 2,1383.0,CENTENNIAL ELEMENTARY SCHOOL,E,E,up,flat,flat,E
1045,1113.0,980.0,HARRISON 2,3522.0,FOX MEADOW MIDDLE SCHOOL,M,M,up,up,flat,M
1046,1114.0,980.0,HARRISON 2,3392.0,GIBERSON ELEMENTARY SCHOOL,E,E,down,flat,flat,E
1047,1115.0,980.0,HARRISON 2,3806.0,HARRISON HIGH SCHOOL,H,H,up,up,flat,H
1048,1116.0,980.0,HARRISON 2,3870.0,HIGH SCHOOL PREPARATORY ACADEMY,M,M,flat,,flat,M
1049,1117.0,980.0,HARRISON 2,4380.0,JAMES IRWIN CHARTER ELEMENTARY SCHOOL,E,E,flat,flat,flat,E
1050,1118.0,980.0,HARRISON 2,4378.0,JAMES IRWIN CHARTER HIGH SCHOOL,H,H,flat,flat,flat,H
1051,1119.0,980.0,HARRISON 2,4379.0,JAMES IRWIN CHARTER MIDDLE SCHOOL,M,M,flat,up,flat,M
1052,1120.0,980.0,HARRISON 2,6018.0,MONTEREY ELEMENTARY SCHOOL,E,E,up,flat,flat,E
1053,1121.0,980.0,HARRISON 2,6162.0,MOUNTAIN VISTA COMMUNITY SCHOOL,E,EM,flat,up,up,E
1054,1122.0,980.0,HARRISON 2,6162.0,MOUNTAIN VISTA COMMUNITY SCHOOL,M,EM,up,flat,flat,M
1055,1123.0,980.0,HARRISON 2,6460.0,OAK CREEK ELEMENTARY SCHOOL,E,E,down,down,flat,E
1056,1124.0,980.0,HARRISON 2,6578.0,OTERO ELEMENTARY SCHOOL,E,E,down,down,flat,E
1057,1125.0,980.0,HARRISON 2,6686.0,PANORAMA MIDDLE SCHOOL,M,M,flat,down,flat,M
1058,1126.0,980.0,HARRISON 2,6936.0,PIKES PEAK ELEMENTARY SCHOOL,E,E,up,flat,flat,E
1059,1127.0,980.0,HARRISON 2,7611.0,SAND CREEK ELEMENTARY SCHOOL,E,E,flat,up,flat,E
1060,1128.0,980.0,HARRISON 2,7882.0,SIERRA HIGH SCHOOL,H,H,up,flat,flat,H
1061,1129.0,980.0,HARRISON 2,8034.0,SOARING EAGLES ELEMENTARY SCHOOL,E,E,flat,flat,flat,E
1062,1130.0,980.0,HARRISON 2,8337.0,STRATMOOR HILLS ELEMENTARY SCHOOL,E,E,flat,down,down,E
1063,1131.0,980.0,HARRISON 2,8350.0,STRATTON MEADOWS ELEMENTARY SCHOOL,E,E,up,up,up,E
1064,1132.0,980.0,HARRISON 2,8923.0,TURMAN ELEMENTARY SCHOOL,E,E,up,up,up,E
1065,1133.0,980.0,HARRISON 2,9602.0,WILDFLOWER ELEMENTARY SCHOOL,E,E,down,down,down,E
1066,1134.0,2630.0,HAXTUN RE2J,3846.0,HAXTUN ELEMENTARY SCHOOL,E,EM,flat,up,up,E
1067,1135.0,2630.0,HAXTUN RE2J,3846.0,HAXTUN ELEMENTARY SCHOOL,M,EM,up,up,up,M
1068,1136.0,2630.0,HAXTUN RE2J,3850.0,HAXTUN HIGH SCHOOL,H,H,up,up,up,H
1069,1137.0,2760.0,HAYDEN RE1,3862.0,HAYDEN HIGH SCHOOL,H,H,down,flat,flat,H
1070,1138.0,2760.0,HAYDEN RE1,3860.0,HAYDEN MIDDLE SCHOOL,M,M,down,up,up,M
1071,1139.0,2760.0,HAYDEN RE1,2522.0,HAYDEN VALLEY ELEMENTARY SCHOOL,E,E,up,up,flat,E
1072,1141.0,1380.0,HINSDALE COUNTY RE 1,4899.0,LAKE CITY COMMUNITY SCHOOL,M,EMH,flat,down,flat,M
1073,1143.0,1460.0,HIPLAINS R23,9164.0,HI PLAINS ELEMENTARY SCHOOL,E,E,down,,down,E
1074,1144.0,1460.0,HIPLAINS R23,7746.0,HI PLAINS UNDIVIDED HIGH SCHOOL,M,MH,up,down,flat,M
1075,1145.0,1460.0,HIPLAINS R23,7746.0,HI PLAINS UNDIVIDED HIGH SCHOOL,H,MH,down,down,down,H
1076,1146.0,1600.0,HOEHNE REORGANIZED 3,4044.0,HOEHNE ELEMENTARY SCHOOL,E,E,down,flat,flat,E
1077,1147.0,1600.0,HOEHNE REORGANIZED 3,4048.0,HOEHNE HIGH SCHOOL,H,H,flat,up,flat,H
1078,1148.0,1600.0,HOEHNE REORGANIZED 3,4045.0,HOEHNE JUNIOR HIGH SCHOOL,M,M,flat,flat,flat,M
1079,1149.0,2670.0,HOLLY RE3,4058.0,HOLLY HIGH SCHOOL,H,H,flat,down,flat,H
1080,1150.0,2670.0,HOLLY RE3,4069.0,HOLLY JUNIOR HIGH SCHOOL,M,M,up,down,down,M
1081,1151.0,2670.0,HOLLY RE3,7794.0,SHANNER ELEMENTARY SCHOOL,E,E,flat,flat,flat,E
1082,1152.0,2620.0,HOLYOKE RE1J,4076.0,HOLYOKE ELEMENTARY SCHOOL,E,E,flat,flat,flat,E
1083,1153.0,2620.0,HOLYOKE RE1J,4080.0,HOLYOKE SENIOR HIGH SCHOOL,M,MH,flat,flat,flat,M
1084,1154.0,2620.0,HOLYOKE RE1J,4080.0,HOLYOKE SENIOR HIGH SCHOOL,H,MH,flat,up,up,H
1085,1155.0,1390.0,HUERFANO RE1,3306.0,GARDNER ELEMENTARY SCHOOL,E,EM,up,,up,E
1086,1156.0,1390.0,HUERFANO RE1,3306.0,GARDNER ELEMENTARY SCHOOL,M,EM,down,flat,flat,M
