,school,district_id,district_name,EMH,EMH_combined,school_id,achievement_dir,growth_dir,overall_dir,emh
940,LANDMARK ACADEMY AT REUNION,40.0,BRIGHTON 27J,M,,4950.0,flat,flat,flat,M
941,LAMAR MIDDLE SCHOOL,2660.0,LAMAR RE-2,M,,4956.0,up,flat,flat,M
942,LAMAR HIGH SCHOOL,2660.0,LAMAR RE-2,H,,4960.0,flat,flat,flat,H
943,LANSING ELEMENTARY SCHOOL,180.0,ADAMS-ARAPAHOE 28J,E,,4970.0,up,up,up,E
944,LAREDO ELEMENTARY SCHOOL,180.0,ADAMS-ARAPAHOE 28J,E,,4973.0,flat,down,down,E
945,LAREDO MIDDLE SCHOOL,130.0,CHERRY CREEK 5,M,,4975.0,flat,flat,flat,M
946,LARKSPUR ELEMENTARY SCHOOL,900.0,DOUGLAS COUNTY RE 1,E,,4980.0,flat,up,up,E
947,LAS ANIMAS MIDDLE SCHOOL,290.0,LAS ANIMAS RE-1,M,,4986.0,flat,down,flat,M
948,LAS ANIMAS HIGH SCHOOL,290.0,LAS ANIMAS RE-1,H,,4990.0,flat,flat,flat,H
949,LASLEY ELEMENTARY SCHOOL,1420.0,JEFFERSON COUNTY R-1,E,,5004.0,down,flat,down,E
950,LAUREL ELEMENTARY SCHOOL,1550.0,POUDRE R-1,E,,5014.0,flat,flat,flat,E
951,LAURENE EDMONDSON ELEMENTARY SCHOOL,1560.0,THOMPSON R-2J,E,,5018.0,down,down,down,E
952,LAWRENCE ELEMENTARY SCHOOL,1420.0,JEFFERSON COUNTY R-1,E,,5024.0,flat,up,up,E
953,JAMES MADISON CHARTER ACADEMY SCHOOL,990.0,WIDEFIELD 3,E,,5033.0,flat,flat,down,E
954,LEAWOOD ELEMENTARY SCHOOL,1420.0,JEFFERSON COUNTY R-1,E,,5036.0,flat,flat,flat,E
955,LEGACY HIGH SCHOOL,20.0,ADAMS 12 FIVE STAR SCHOOLS,H,,5043.0,up,flat,flat,H
956,LEGACY POINT ELEMENTARY SCHOOL,900.0,DOUGLAS COUNTY RE 1,E,,5045.0,flat,flat,down,E
957,LEMUEL PITTS MIDDLE SCHOOL,2690.0,PUEBLO CITY 60,M,,5048.0,down,up,down,M
958,LEO WILLIAM BUTLER ELEMENTARY SCHOOL,3140.0,WELD COUNTY S/D RE-8,E,,5050.0,down,down,down,E
959,LEROY DRIVE ELEMENTARY SCHOOL,20.0,ADAMS 12 FIVE STAR SCHOOLS,E,,5058.0,flat,down,down,E
960,LESHER MIDDLE SCHOOL,1550.0,POUDRE R-1,M,,5068.0,up,up,up,M
961,LETFORD ELEMENTARY SCHOOL,3110.0,JOHNSTOWN-MILLIKEN RE-5J,E,,5078.0,up,flat,flat,E
962,LEWIS-ARRIOLA ELEMENTARY SCHOOL,2035.0,MONTEZUMA-CORTEZ RE-1,E,,5090.0,up,flat,flat,E
963,MONUMENT CHARTER ACADEMY,1080.0,LEWIS-PALMER 38,E,,5093.0,flat,up,up,E
964,MONUMENT CHARTER ACADEMY,1080.0,LEWIS-PALMER 38,M,,5093.0,flat,up,up,M
965,LEWIS-PALMER ELEMENTARY SCHOOL,1080.0,LEWIS-PALMER 38,E,,5096.0,flat,flat,flat,E
966,LEWIS-PALMER MIDDLE SCHOOL,1080.0,LEWIS-PALMER 38,M,,5098.0,flat,flat,down,M
967,LEWIS-PALMER HIGH SCHOOL,1080.0,LEWIS-PALMER 38,H,,5100.0,flat,flat,flat,H
968,JEFFERSON INTERMEDIATE SCHOOL,2530.0,ROCKY FORD R-2,E,,5114.0,up,up,flat,E
969,LIBERTY ELEMENTARY SCHOOL,3230.0,LIBERTY J-4,E,,5119.0,down,down,up,E
970,LIBERTY COMMON CHARTER SCHOOL,1550.0,POUDRE R-1,E,,5120.0,flat,up,up,E
971,LIBERTY COMMON CHARTER SCHOOL,1550.0,POUDRE R-1,M,,5120.0,flat,flat,flat,M
972,LIBERTY HIGH SCHOOL,1040.0,ACADEMY 20,H,,5126.0,flat,flat,down,H
973,LIFE SKILLS CENTER OF DENVER,880.0,DENVER COUNTY 1,H,,5129.0,down,down,flat,H
974,LIMON ELEMENTARY SCHOOL,1790.0,LIMON RE-4J,E,,5132.0,flat,flat,flat,E
975,LIMON JUNIOR-SENIOR HIGH SCHOOL,1790.0,LIMON RE-4J,H,,5136.0,down,flat,flat,H
976,LIMON JUNIOR-SENIOR HIGH SCHOOL,1790.0,LIMON RE-4J,M,,5136.0,up,flat,flat,M
977,LINCOLN CHARTER ACADEMY,1420.0,JEFFERSON COUNTY R-1,E,EM,5145.0,flat,up,flat,E
978,LINCOLN CHARTER ACADEMY,1420.0,JEFFERSON COUNTY R-1,M,EM,5145.0,up,flat,flat,M
979,LINCOLN ELEMENTARY SCHOOL,870.0,DELTA COUNTY 50(J),E,,5154.0,flat,flat,down,E
980,LINCOLN ELEMENTARY SCHOOL,880.0,DENVER COUNTY 1,E,,5158.0,flat,up,flat,E
981,LINCOLN ELEMENTARY SCHOOL,1010.0,COLORADO SPRINGS 11,E,,5162.0,down,down,down,E
982,LINCOLN ELEMENTARY SCHOOL,1140.0,CANON CITY RE-1,E,,5166.0,flat,flat,down,E
983,LINCOLN MIDDLE SCHOOL,1550.0,POUDRE R-1,M,,5168.0,up,flat,flat,M
984,LINCOLN ELEMENTARY SCHOOL,1560.0,THOMPSON R-2J,E,,5170.0,flat,up,down,E
985,LINCOLN ELEMENTARY SCHOOL,2660.0,LAMAR RE-2,E,,5190.0,flat,flat,down,E
986,LINTON ELEMENTARY SCHOOL,1550.0,POUDRE R-1,E,,5196.0,flat,up,up,E
987,LINCOLN ORCHARD MESA ELEMENTARY SCHOOL,2000.0,MESA COUNTY VALLEY 51,E,,5210.0,down,flat,down,E
988,LITTLE ELEMENTARY SCHOOL,1420.0,JEFFERSON COUNTY R-1,E,,5222.0,flat,flat,flat,E
989,LITTLETON HIGH SCHOOL,140.0,LITTLETON 6,H,,5224.0,flat,flat,flat,H
990,LITTLETON ACADEMY,140.0,LITTLETON 6,E,,5229.0,flat,flat,flat,E
991,LITTLETON ACADEMY,140.0,LITTLETON 6,M,,5229.0,flat,flat,down,M
992,LITTLETON PREP CHARTER SCHOOL,140.0,LITTLETON 6,E,,5233.0,flat,up,flat,E
993,LITTLETON PREP CHARTER SCHOOL,140.0,LITTLETON 6,M,,5233.0,flat,flat,down,M
994,LIVERMORE ELEMENTARY SCHOOL,1550.0,POUDRE R-1,E,,5234.0,down,down,flat,E
995,LOIS LENSKI ELEMENTARY SCHOOL,140.0,LITTLETON 6,E,,5236.0,flat,flat,flat,E
996,LONE STAR MIDDLE SCHOOL,3060.0,LONE STAR 101,E,,5238.0,down,down,down,E
997,LONE STAR MIDDLE SCHOOL,3060.0,LONE STAR 101,M,,5238.0,flat,flat,down,M
998,LOMA ELEMENTARY SCHOOL,2000.0,MESA COUNTY VALLEY 51,E,,5244.0,flat,down,down,E
999,LOMA LINDA ELEMENTARY SCHOOL,470.0,ST VRAIN VALLEY RE 1J,E,,5246.0,flat,flat,down,E
1000,LONE STAR ELEMENTARY SCHOOL,3060.0,LONE STAR 101,E,,5254.0,flat,down,down,E
1001,LONGFELLOW ELEMENTARY SCHOOL,500.0,SALIDA R-32,E,,5268.0,flat,flat,flat,E
1002,LONGMONT HIGH SCHOOL,470.0,ST VRAIN VALLEY RE 1J,H,,5282.0,flat,flat,flat,H
1003,LONGMONT ESTATES ELEMENTARY SCHOOL,470.0,ST VRAIN VALLEY RE 1J,E,,5284.0,flat,flat,flat,E
1004,SUNSET MIDDLE SCHOOL,470.0,ST VRAIN VALLEY RE 1J,M,,5286.0,flat,flat,flat,M
1005,LONGS PEAK MIDDLE SCHOOL,470.0,ST VRAIN VALLEY RE 1J,M,,5288.0,down,flat,down,M
1006,LOPEZ ELEMENTARY SCHOOL,1550.0,POUDRE R-1,E,,5292.0,down,flat,down,E
1007,LOTUS SCHOOL FOR EXCELLENCE,180.0,ADAMS-ARAPAHOE 28J,H,MH,5298.0,flat,flat,down,H
1008,LOTUS SCHOOL FOR EXCELLENCE,180.0,ADAMS-ARAPAHOE 28J,M,MH,5298.0,flat,down,down,M
1009,LOUISVILLE ELEMENTARY SCHOOL,480.0,BOULDER VALLEY RE 2,E,,5302.0,flat,flat,up,E
1010,LOUISVILLE MIDDLE SCHOOL,480.0,BOULDER VALLEY RE 2,M,,5306.0,flat,flat,flat,M
1011,BILL REED MIDDLE SCHOOL,1560.0,THOMPSON R-2J,M,,5312.0,flat,flat,down,M
1012,LOVELAND HIGH SCHOOL,1560.0,THOMPSON R-2J,H,,5316.0,flat,flat,flat,H
1013,LUCILE ERWIN MIDDLE SCHOOL,1560.0,THOMPSON R-2J,M,,5335.0,flat,flat,flat,M
1014,LOWRY ELEMENTARY SCHOOL,880.0,DENVER COUNTY 1,E,,5342.0,flat,flat,down,E
1015,LUKAS ELEMENTARY SCHOOL,1420.0,JEFFERSON COUNTY R-1,E,,5350.0,flat,up,up,E
1016,LUMBERG ELEMENTARY SCHOOL,1420.0,JEFFERSON COUNTY R-1,E,,5354.0,up,flat,up,E
1017,LYN KNOLL ELEMENTARY SCHOOL,180.0,ADAMS-ARAPAHOE 28J,E,,5361.0,up,flat,flat,E
1018,LYONS ELEMENTARY SCHOOL,470.0,ST VRAIN VALLEY RE 1J,E,,5364.0,flat,up,flat,E
1019,LYONS MIDDLE/SENIOR HIGH SCHOOL,470.0,ST VRAIN VALLEY RE 1J,H,MH,5368.0,up,up,flat,H
1020,LYONS MIDDLE/SENIOR HIGH SCHOOL,470.0,ST VRAIN VALLEY RE 1J,M,MH,5368.0,flat,flat,flat,M
1021,M. SCOTT CARPENTER MIDDLE SCHOOL,70.0,WESTMINSTER 50,M,,5388.0,down,down,down,M
1022,MADISON ELEMENTARY SCHOOL,1010.0,COLORADO SPRINGS 11,E,,5404.0,flat,down,down,E
1023,EDCSD: COLORADO CYBER SCHOOL,900.0,DOUGLAS COUNTY RE 1,M,,5405.0,down,flat,down,M
1024,MADISON ELEMENTARY SCHOOL,3120.0,GREELEY 6,E,,5412.0,up,up,up,E
1025,MADISON EXPLORATORY SCHOOL,1140.0,CANON CITY RE-1,E,,5414.0,down,down,down,E
1026,ROCKY MOUNTAIN DEAF SCHOOL,1420.0,JEFFERSON COUNTY R-1,M,,5415.0,up,down,down,M
1027,MALLEY DRIVE ELEMENTARY SCHOOL,20.0,ADAMS 12 FIVE STAR SCHOOLS,E,,5418.0,flat,flat,flat,E
1028,MANASSA ELEMENTARY SCHOOL,550.0,NORTH CONEJOS RE-1J,E,,5422.0,flat,flat,flat,E
1029,MANNY MARTINEZ MIDDLE SCHOOL,880.0,DENVER COUNTY 1,M,,5430.0,flat,flat,flat,M
1030,MANAUGH ELEMENTARY SCHOOL,2035.0,MONTEZUMA-CORTEZ RE-1,E,,5436.0,up,up,up,E
1031,MANCOS ELEMENTARY SCHOOL,2070.0,MANCOS RE-6,E,,5446.0,flat,flat,down,E
1032,MANUAL HIGH SCHOOL,880.0,DENVER COUNTY 1,H,,5448.0,up,flat,flat,H
1033,MANCOS MIDDLE SCHOOL,2070.0,MANCOS RE-6,M,,5450.0,flat,flat,flat,M
1034,MANCOS HIGH SCHOOL,2070.0,MANCOS RE-6,H,,5452.0,down,down,down,H
1035,MANDALAY MIDDLE SCHOOL,1420.0,JEFFERSON COUNTY R-1,M,,5454.0,up,flat,flat,M
1036,MANITOU SPRINGS ELEMENTARY SCHOOL,1030.0,MANITOU SPRINGS 14,E,,5460.0,flat,flat,flat,E
1037,MANITOU SPRINGS MIDDLE SCHOOL,1030.0,MANITOU SPRINGS 14,M,,5464.0,flat,down,down,M
1038,MANITOU SPRINGS HIGH SCHOOL,1030.0,MANITOU SPRINGS 14,H,,5468.0,flat,up,flat,H
1039,MANNING OPTIONS SCHOOL,1420.0,JEFFERSON COUNTY R-1,M,,5472.0,flat,flat,flat,M
1040,MANZANOLA ELEMENTARY SCHOOL,2535.0,MANZANOLA 3J,E,,5498.0,flat,flat,down,E
1041,MANZANOLA JUNIOR-SENIOR HIGH SCHOOL,2535.0,MANZANOLA 3J,H,,5506.0,down,up,flat,H
1042,MANZANOLA JUNIOR-SENIOR HIGH SCHOOL,2535.0,MANZANOLA 3J,M,,5506.0,flat,up,up,M
1043,MAPLE GROVE ELEMENTARY SCHOOL,1420.0,JEFFERSON COUNTY R-1,E,,5524.0,flat,up,up,E
1044,HOPKINS ELEMENTARY SCHOOL,140.0,LITTLETON 6,E,,5572.0,down,flat,down,E
1045,TWAIN ELEMENTARY SCHOOL,140.0,LITTLETON 6,E,,5574.0,flat,flat,flat,E
1046,TWAIN ELEMENTARY SCHOOL,1010.0,COLORADO SPRINGS 11,E,,5576.0,down,flat,flat,E
1047,MARRAMA ELEMENTARY SCHOOL,880.0,DENVER COUNTY 1,E,,5578.0,flat,up,flat,E
1048,MARSHDALE ELEMENTARY SCHOOL,1420.0,JEFFERSON COUNTY R-1,E,,5580.0,flat,flat,flat,E
1049,MARTENSEN ELEMENTARY SCHOOL,1420.0,JEFFERSON COUNTY R-1,E,,5596.0,down,flat,down,E
1050,MARTIN LUTHER KING JR ELEMENTARY SCHOOL,990.0,WIDEFIELD 3,E,,5602.0,down,down,down,E
1051,KING ELEMENTARY SCHOOL,1010.0,COLORADO SPRINGS 11,E,,5604.0,flat,flat,flat,E
1052,MARTIN LUTHER KING MIDDLE COLLEGE,880.0,DENVER COUNTY 1,H,MH,5605.0,flat,flat,flat,H
1053,MARTIN LUTHER KING MIDDLE COLLEGE,880.0,DENVER COUNTY 1,M,MH,5605.0,up,flat,flat,M
1054,CREEKSIDE ELEMENTARY SCHOOL AT MARTIN PARK,480.0,BOULDER VALLEY RE 2,E,,5606.0,flat,flat,down,E
1055,MARTINEZ ELEMENTARY SCHOOL,1010.0,COLORADO SPRINGS 11,E,,5610.0,flat,flat,flat,E
1056,MARY E PENNOCK ELEMENTARY SCHOOL,40.0,BRIGHTON 27J,E,,5615.0,flat,flat,flat,E
1057,MAXWELL ELEMENTARY SCHOOL,880.0,DENVER COUNTY 1,E,,5644.0,down,flat,flat,E
1058,MCAULIFFE ELEMENTARY SCHOOL,3120.0,GREELEY 6,E,,5660.0,flat,down,down,E
1059,MC CLAVE ELEMENTARY SCHOOL,310.0,MC CLAVE RE-2,E,,5666.0,flat,up,up,E
1060,MC CLAVE UNDIVIDED HIGH SCHOOL,310.0,MC CLAVE RE-2,H,MH,5670.0,up,up,flat,H
1061,MC CLAVE UNDIVIDED HIGH SCHOOL,310.0,MC CLAVE RE-2,M,MH,5670.0,down,flat,flat,M
1062,MC GLONE ELEMENTARY SCHOOL,880.0,DENVER COUNTY 1,E,,5685.0,flat,flat,up,E
1063,MCGRAW ELEMENTARY SCHOOL,1550.0,POUDRE R-1,E,,5688.0,flat,flat,flat,E
1064,MC KINLEY-THATCHER ELEMENTARY SCHOOL,880.0,DENVER COUNTY 1,E,,5702.0,down,down,down,E
1065,MCKINLEY ELEMENTARY SCHOOL,1140.0,CANON CITY RE-1,E,,5704.0,flat,flat,down,E
1066,MC ELWAIN ELEMENTARY SCHOOL,20.0,ADAMS 12 FIVE STAR SCHOOLS,E,,5706.0,up,flat,up,E
1067,MC MEEN ELEMENTARY SCHOOL,880.0,DENVER COUNTY 1,E,,5716.0,up,flat,flat,E
1068,MEAD HIGH SCHOOL,470.0,ST VRAIN VALLEY RE 1J,H,,5722.0,flat,flat,flat,H
1069,MEAD ELEMENTARY SCHOOL,470.0,ST VRAIN VALLEY RE 1J,E,,5726.0,down,flat,down,E
1070,MEAD MIDDLE SCHOOL,470.0,ST VRAIN VALLEY RE 1J,M,,5730.0,flat,flat,flat,M
1071,MEADOW MOUNTAIN ELEMENTARY SCHOOL,910.0,EAGLE COUNTY RE 50,E,,5742.0,up,up,up,E
1072,MEADOW POINT ELEMENTARY SCHOOL,130.0,CHERRY CREEK 5,E,,5744.0,flat,flat,down,E
1073,MEADOW VIEW ELEMENTARY SCHOOL,900.0,DOUGLAS COUNTY RE 1,E,,5745.0,flat,up,flat,E
1074,MEEKER ELEMENTARY SCHOOL,2710.0,MEEKER RE1,E,,5750.0,flat,flat,down,E
1075,MEEKER ELEMENTARY SCHOOL,3120.0,GREELEY 6,E,,5752.0,flat,flat,flat,E
1076,BARONE MIDDLE SCHOOL,2710.0,MEEKER RE1,M,,5754.0,flat,flat,flat,M
1077,MEIKLEJOHN ELEMENTARY,1420.0,JEFFERSON COUNTY R-1,E,,5758.0,flat,up,flat,E
1078,MEEKER HIGH SCHOOL,2710.0,MEEKER RE1,H,,5762.0,up,up,up,H
1079,MERIDIAN RANCH ELEMENTARY SCHOOL,1110.0,FALCON 49,E,,5779.0,flat,flat,flat,E
1080,MERINO ELEMENTARY SCHOOL,1860.0,BUFFALO RE-4,E,,5802.0,flat,flat,flat,E
1081,MERINO JUNIOR SENIOR HIGH SCHOOL,1860.0,BUFFALO RE-4,H,,5806.0,up,flat,flat,H
1082,MERINO JUNIOR SENIOR HIGH SCHOOL,1860.0,BUFFALO RE-4,M,,5806.0,down,flat,flat,M
1083,THORNTON MIDDLE SCHOOL,20.0,ADAMS 12 FIVE STAR SCHOOLS,M,,5814.0,flat,up,up,M
1084,THORNTON HIGH SCHOOL,20.0,ADAMS 12 FIVE STAR SCHOOLS,H,,5816.0,flat,flat,flat,H
1085,MERRILL MIDDLE SCHOOL,880.0,DENVER COUNTY 1,M,,5826.0,flat,flat,flat,M
1086,MESA VALLEY VISION HOME AND COMMUNITY PROGRAM,2000.0,MESA COUNTY VALLEY 51,E,EMH,5828.0,flat,flat,flat,E
1087,MESA VALLEY VISION HOME AND COMMUNITY PROGRAM,2000.0,MESA COUNTY VALLEY 51,H,EMH,5828.0,down,flat,flat,H
1088,MESA VALLEY VISION HOME AND COMMUNITY PROGRAM,2000.0,MESA COUNTY VALLEY 51,M,EMH,5828.0,flat,flat,flat,M
1089,MESA ELEMENTARY SCHOOL,70.0,WESTMINSTER 50,E,,5834.0,down,flat,flat,E
1090,MESA ELEMENTARY SCHOOL,2035.0,MONTEZUMA-CORTEZ RE-1,E,,5836.0,up,flat,flat,E
1091,MESA ELEMENTARY SCHOOL,480.0,BOULDER VALLEY RE 2,E,,5838.0,flat,down,down,E
1092,MESA RIDGE HIGH SCHOOL,990.0,WIDEFIELD 3,H,,5841.0,down,flat,flat,H
1093,MESA VIEW ELEMENTARY SCHOOL,2000.0,MESA COUNTY VALLEY 51,E,,5842.0,flat,flat,flat,E
1094,LONE TREE ELEMENTARY,900.0,DOUGLAS COUNTY RE 1,E,,5843.0,flat,flat,down,E
1095,CONTEMPORARY LEARNING ACADEMY HIGH SCHOOL,880.0,DENVER COUNTY 1,H,,5844.0,up,down,down,H
1096,MIAMI/YODER ELEMENTARY SCHOOL,1130.0,MIAMI/YODER 60 JT,E,,5850.0,down,flat,down,E
1097,MIAMI-YODER SENIOR HIGH SCHOOL,1130.0,MIAMI/YODER 60 JT,H,,5854.0,down,flat,flat,H
1098,MIDDLE PARK HIGH SCHOOL,1350.0,EAST GRAND 2,H,,5864.0,flat,up,flat,H
1099,MIAMI-YODER JUNIOR HIGH SCHOOL,1130.0,MIAMI/YODER 60 JT,M,,5870.0,up,up,up,M
1100,MIDLAND ELEMENTARY SCHOOL,1010.0,COLORADO SPRINGS 11,E,,5878.0,flat,up,up,E
1101,MILLER MIDDLE SCHOOL,1520.0,DURANGO 9-R,M,,5888.0,flat,flat,down,M
1102,MILLIKEN ELEMENTARY SCHOOL,3110.0,JOHNSTOWN-MILLIKEN RE-5J,E,,5896.0,up,up,up,E
1103,MILLIKEN MIDDLE SCHOOL,3110.0,JOHNSTOWN-MILLIKEN RE-5J,M,,5902.0,flat,flat,up,M
1104,MINNEQUA ELEMENTARY SCHOOL,2690.0,PUEBLO CITY 60,E,,5916.0,flat,flat,up,E
1105,MINTURN MIDDLE SCHOOL,910.0,EAGLE COUNTY RE 50,M,,5930.0,flat,flat,up,M
1106,MISSION VIEJO ELEMENTARY SCHOOL,130.0,CHERRY CREEK 5,E,,5934.0,flat,flat,flat,E
1107,MITCHELL ELEMENTARY SCHOOL,1420.0,JEFFERSON COUNTY R-1,E,,5944.0,flat,flat,flat,E
1108,MITCHELL HIGH SCHOOL,1010.0,COLORADO SPRINGS 11,H,,5948.0,up,flat,flat,H
1109,MOFFAT MIDDLE SCHOOL,2800.0,MOFFAT 2,E,EM,5956.0,flat,,flat,E
1110,MOFFAT MIDDLE SCHOOL,2800.0,MOFFAT 2,M,EM,5956.0,flat,up,flat,M
1111,MOFFAT SENIOR HIGH SCHOOL,2800.0,MOFFAT 2,H,,5958.0,down,down,flat,H
1112,MOFFAT COUNTY HIGH SCHOOL,2020.0,MOFFAT COUNTY RE:NO 1,H,,5962.0,flat,flat,flat,H
1113,MOLHOLM ELEMENTARY SCHOOL,1420.0,JEFFERSON COUNTY R-1,E,,5972.0,down,down,down,E
1114,MONACO ELEMENTARY SCHOOL,30.0,ADAMS COUNTY 14,E,,5982.0,down,flat,down,E
1115,MONFORT ELEMENTARY SCHOOL,3120.0,GREELEY 6,E,,5985.0,flat,flat,down,E
1116,MONROE ELEMENTARY SCHOOL,1010.0,COLORADO SPRINGS 11,E,,5988.0,flat,flat,down,E
1117,MONROE ELEMENTARY SCHOOL,1560.0,THOMPSON R-2J,E,,5992.0,up,up,flat,E
1118,MONTESSORI PEAKS CHARTER ACADEMY,1420.0,JEFFERSON COUNTY R-1,E,EM,5994.0,flat,up,up,E
1119,MONTESSORI PEAKS CHARTER ACADEMY,1420.0,JEFFERSON COUNTY R-1,M,EM,5994.0,up,flat,up,M
1120,MONTBELLO HIGH SCHOOL,880.0,DENVER COUNTY 1,H,,5995.0,down,flat,flat,H
1121,D C S MONTESSORI CHARTER SCHOOL,900.0,DOUGLAS COUNTY RE 1,E,,5997.0,flat,down,down,E
1122,OAKLAND ELEMENTARY SCHOOL,880.0,DENVER COUNTY 1,E,,5998.0,down,flat,flat,E
1123,MONARCH HIGH SCHOOL,480.0,BOULDER VALLEY RE 2,H,,5999.0,flat,flat,flat,H
1124,MONARCH K-8 SCHOOL,480.0,BOULDER VALLEY RE 2,E,,6000.0,flat,flat,flat,E
1125,MONARCH K-8 SCHOOL,480.0,BOULDER VALLEY RE 2,M,,6000.0,flat,flat,flat,M
1126,MONTCLAIR ELEMENTARY SCHOOL,880.0,DENVER COUNTY 1,E,,6002.0,up,flat,up,E
1127,MONTEREY ELEMENTARY SCHOOL,980.0,HARRISON 2,E,,6018.0,flat,up,flat,E
1128,MONTEZUMA-CORTEZ HIGH SCHOOL,2035.0,MONTEZUMA-CORTEZ RE-1,H,,6026.0,flat,flat,flat,H
1129,BILL METZ ELEMENTARY SCHOOL,2740.0,MONTE VISTA C-8,E,,6036.0,flat,flat,flat,E
1130,MONTE VISTA MIDDLE SCHOOL,2740.0,MONTE VISTA C-8,M,,6044.0,down,flat,down,M
1131,MONTE VISTA SENIOR HIGH SCHOOL,2740.0,MONTE VISTA C-8,H,,6046.0,down,flat,flat,H
1132,COLUMBINE MIDDLE SCHOOL,2180.0,MONTROSE COUNTY RE-1J,M,,6054.0,flat,flat,flat,M
1133,MONTROSE HIGH SCHOOL,2180.0,MONTROSE COUNTY RE-1J,H,,6058.0,flat,flat,flat,H
1134,MOUNTAIN RANGE HIGH SCHOOL,20.0,ADAMS 12 FIVE STAR SCHOOLS,H,,6060.0,flat,flat,flat,H
1135,MONTVIEW MATH & HEALTH SCIENCES ELEMENTARY SCHOOL,180.0,ADAMS-ARAPAHOE 28J,E,,6068.0,flat,flat,down,E
1136,FRUITA MONUMENT HIGH SCHOOL,2000.0,MESA COUNTY VALLEY 51,H,,6070.0,up,up,flat,H
1137,MOORE K-8 SCHOOL,880.0,DENVER COUNTY 1,E,EM,6088.0,up,up,flat,E
1138,MOORE K-8 SCHOOL,880.0,DENVER COUNTY 1,M,EM,6088.0,flat,flat,flat,M
1139,MOORE MIDDLE SCHOOL,1420.0,JEFFERSON COUNTY R-1,M,,6090.0,flat,flat,flat,M
1140,MOREY MIDDLE SCHOOL,880.0,DENVER COUNTY 1,M,,6098.0,flat,flat,flat,M
1141,MORTON ELEMENTARY SCHOOL,2690.0,PUEBLO CITY 60,E,,6132.0,up,up,up,E
1142,MORTENSEN ELEMENTARY SCHOOL,1420.0,JEFFERSON COUNTY R-1,E,,6133.0,flat,flat,flat,E
1143,YAMPAH MOUNTAIN SCHOOL,9030.0,MOUNTAIN BOCES,H,,6134.0,up,down,up,H
1144,MOUNT CARBON ELEMENTARY SCHOOL,1420.0,JEFFERSON COUNTY R-1,E,,6135.0,flat,up,up,E
1145,MOUNTAINSIDE ELEMENTARY SCHOOL,1000.0,FOUNTAIN 8,E,,6138.0,flat,flat,up,E
1146,MOUNTAIN RIDGE MIDDLE SCHOOL,1040.0,ACADEMY 20,M,,6140.0,flat,flat,up,M
1147,MOUNTAIN VALLEY ELEMENTARY SCHOOL,2790.0,MOUNTAIN VALLEY RE 1,E,,6142.0,flat,down,down,E
1148,MOUNTAIN VALLEY MIDDLE SCHOOL,2790.0,MOUNTAIN VALLEY RE 1,M,,6144.0,up,down,up,M
1149,MOUNTAIN VIEW ELEMENTARY SCHOOL,20.0,ADAMS 12 FIVE STAR SCHOOLS,E,,6150.0,up,flat,flat,E
1150,MOUNTAIN VIEW ELEMENTARY SCHOOL,470.0,ST VRAIN VALLEY RE 1J,E,,6156.0,flat,flat,down,E
1151,MOUNTAIN VIEW ELEMENTARY SCHOOL,1040.0,ACADEMY 20,E,,6158.0,flat,flat,flat,E
1152,MRACHEK MIDDLE SCHOOL,180.0,ADAMS-ARAPAHOE 28J,M,,6160.0,up,up,up,M
1153,MOUNTAIN VISTA COMMUNITY SCHOOL,980.0,HARRISON 2,E,,6162.0,flat,down,down,E
1154,MOUNTAIN VISTA COMMUNITY SCHOOL,980.0,HARRISON 2,M,,6162.0,up,up,up,M
1155,MOUNTAIN VIEW HIGH SCHOOL,1560.0,THOMPSON R-2J,H,,6163.0,flat,up,up,H
1156,MOUNTAIN RIDGE MIDDLE SCHOOL,900.0,DOUGLAS COUNTY RE 1,M,,6164.0,flat,flat,flat,M
1157,MOUNTAIN VISTA HIGH SCHOOL,900.0,DOUGLAS COUNTY RE 1,H,,6165.0,flat,flat,flat,H
1158,MOUNT GARFIELD MIDDLE SCHOOL,2000.0,MESA COUNTY VALLEY 51,M,,6166.0,flat,flat,up,M
1159,MUNROE ELEMENTARY SCHOOL,880.0,DENVER COUNTY 1,E,,6188.0,down,flat,down,E
1160,MURPHY CREEK K-8 SCHOOL,180.0,ADAMS-ARAPAHOE 28J,E,EM,6189.0,flat,flat,flat,E
1161,MURPHY CREEK K-8 SCHOOL,180.0,ADAMS-ARAPAHOE 28J,M,EM,6189.0,flat,flat,flat,M
1162,NAMAQUA ELEMENTARY SCHOOL,1560.0,THOMPSON R-2J,E,,6194.0,flat,flat,down,E
1163,NEW VISTA HIGH SCHOOL,480.0,BOULDER VALLEY RE 2,H,,6195.0,flat,flat,flat,H
1164,NATURITA ELEMENTARY SCHOOL,2190.0,WEST END RE-2,E,,6196.0,up,up,flat,E
1165,NEDERLAND ELEMENTARY SCHOOL,480.0,BOULDER VALLEY RE 2,E,,6208.0,flat,flat,up,E
1166,NEDERLAND MIDDLE-SENIOR HIGH SCHOOL,480.0,BOULDER VALLEY RE 2,H,,6212.0,down,down,down,H
1167,NEDERLAND MIDDLE-SENIOR HIGH SCHOOL,480.0,BOULDER VALLEY RE 2,M,,6212.0,flat,flat,down,M
1168,NEW AMERICA SCHOOL,180.0,ADAMS-ARAPAHOE 28J,H,,6219.0,down,flat,down,H
1169,NEW VISION CHARTER SCHOOL,1560.0,THOMPSON R-2J,E,,6220.0,flat,up,up,E
