school_id,school,city,state,zipcode,LowestGrade,Unnamed: 8,School Type,district_id,district_name,District Size,District Setting
714,BELLEVIEW ELEMENTARY SCHOOL,GREENWOOD VILLAGE,CO,80111,Preschool,5th Grade,Elementary,130,CHERRY CREEK 5,"Over 25,000",Denver Metro
724,BELMAR ELEMENTARY SCHOOL,LAKEWOOD,CO,80226,Kindergarten,6th Grade,Elementary,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
738,BELMONT ELEMENTARY SCHOOL,PUEBLO,CO,81001,Preschool,5th Grade,Elementary,2690,PUEBLO CITY 60,"6,001 - 25,000",Urban-Suburban
752,FRANKLIN ELEMENTARY SCHOOL,CENTENNIAL,CO,80121,Kindergarten,5th Grade,Elementary,140,LITTLETON 6,"6,001 - 25,000",Denver Metro
754,BENJAMIN EATON ELEMENTARY SCHOOL,EATON,CO,80615,3rd Grade,5th Grade,Elementary,3085,EATON RE-2,"1,201 - 6,000",Outlying Town
756,BENJAMIN FRANKLIN ELEMENTARY SCHOOL,PUEBLO,CO,81001,Preschool,5th Grade,Elementary,2690,PUEBLO CITY 60,"6,001 - 25,000",Urban-Suburban
763,BENNETT PRESCHOOL,BENNETT,CO,80102,Preschool,Preschool,Elementary,50,BENNETT 29J,601 - 1.200,Outlying Town
766,BENNETT ELEMENTARY SCHOOL,FORT COLLINS,CO,80521,Kindergarten,5th Grade,Elementary,1550,POUDRE R-1,"6,001 - 25,000",Urban-Suburban
770,BENNETT ELEMENTARY SCHOOL,BENNETT,CO,80102,Kindergarten,5th Grade,Elementary,50,BENNETT 29J,601 - 1.200,Outlying Town
774,BENNETT MIDDLE SCHOOL,BENNETT,CO,80102,6th Grade,8th Grade,Middle,50,BENNETT 29J,601 - 1.200,Outlying Town
775,BENNETT HIGH SCHOOL,BENNETT,CO,80102,9th Grade,12th Grade,Senior,50,BENNETT 29J,601 - 1.200,Outlying Town
776,BERGEN MEADOW PRIMARY SCHOOL,EVERGREEN,CO,80439,Preschool,2nd Grade,Elementary,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
779,BERGEN VALLEY INTERMEDIATE SCHOOL,EVERGREEN,CO,80439,3rd Grade,5th Grade,Elementary,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
793,BERRY CREEK MIDDLE SCHOOL,EDWARDS,CO,81632,6th Grade,8th Grade,Middle,910,EAGLE COUNTY RE 50,"1,201 - 6,000",Outlying Town
808,BERTHOUD ELEMENTARY SCHOOL,BERTHOUD,CO,80513,Kindergarten,5th Grade,Elementary,1560,THOMPSON R2-J,"6,001 - 25,000",Urban-Suburban
812,BERTHOUD HIGH SCHOOL,BERTHOUD,CO,80513,9th Grade,12th Grade,Senior,1560,THOMPSON R2-J,"6,001 - 25,000",Urban-Suburban
822,BESSEMER ELEMENTARY SCHOOL,PUEBLO,CO,81004,Preschool,8th Grade,Elementary,2690,PUEBLO CITY 60,"6,001 - 25,000",Urban-Suburban
832,BETHUNE ELEMENTARY SCHOOL,BETHUNE,CO,80805,Preschool,6th Grade,Elementary,1490,BETHUNE R-5,300 or less,Rural
842,BETHUNE JUNIOR-SENIOR HIGH SCHOOL,BETHUNE,CO,80805,7th Grade,12th Grade,Senior,1490,BETHUNE R-5,300 or less,Rural
852,BEULAH ELEMENTARY SCHOOL,BEULAH,CO,81023,Kindergarten,5th Grade,Elementary,2700,PUEBLO COUNTY 70,"1,201 - 6,000",Urban-Suburban
856,BEULAH MIDDLE SCHOOL,BEULAH,CO,81023,6th Grade,8th Grade,Middle,2700,PUEBLO COUNTY 70,"1,201 - 6,000",Urban-Suburban
860,BEULAH HEIGHTS ELEMENTARY SCHOOL,PUEBLO,CO,81005,Preschool,5th Grade,Elementary,2690,PUEBLO CITY 60,"6,001 - 25,000",Urban-Suburban
865,B F KITCHEN ELEMENTARY SCHOOL,LOVELAND,CO,80537,Kindergarten,5th Grade,Elementary,1560,THOMPSON R2-J,"6,001 - 25,000",Urban-Suburban
870,BIG THOMPSON ELEMENTARY SCHOOL,LOVELAND,CO,80538,Kindergarten,5th Grade,Elementary,1560,THOMPSON R2-J,"6,001 - 25,000",Urban-Suburban
871,THE BIJOU SCHOOL,COLORADO SPRINGS,CO,80904,9th Grade,12th Grade,Senior,1010,COLORADO SPRINGS 11,"Over 25,000",Urban-Suburban
872,BIRCH ELEMENTARY SCHOOL,BROOMFIELD,CO,80020,Preschool,5th Grade,Elementary,480,BOULDER VALLEY RE 2,"Over 25,000",Denver Metro
875,BLACK ROCK ELEMENTARY,ERIE,CO,80516,Preschool,5th Grade,Elementary,470,ST VRAIN VALLEY RE 1J,"6,001 - 25,000",Denver Metro
878,BLUE MOUNTAIN ELEMENTARY,LONGMONT,CO,80503,Preschool,5th Grade,Elementary,470,ST VRAIN VALLEY RE 1J,"6,001 - 25,000",Denver Metro
890,MARY BLAIR ELEMENTARY SCHOOL,LOVELAND,CO,80538,Kindergarten,5th Grade,Elementary,1560,THOMPSON R2-J,"6,001 - 25,000",Urban-Suburban
892,BLEVINS MIDDLE SCHOOL,FORT COLLINS,CO,80526,6th Grade,8th Grade,Middle,1550,POUDRE R-1,"6,001 - 25,000",Urban-Suburban
898,BOLTZ MIDDLE SCHOOL,FORT COLLINS,CO,80525,6th Grade,8th Grade,Middle,1550,POUDRE R-1,"6,001 - 25,000",Urban-Suburban
900,BOOKCLIFF MIDDLE SCHOOL,GRAND JUNCTION,CO,81504,6th Grade,8th Grade,Middle,2000,MESA COUNTY VALLEY 51,"6,001 - 25,000",Urban-Suburban
914,BOSTON K-8 SCHOOL,AURORA,CO,80010,Preschool,8th Grade,Elementary,180,ADAMS-ARAPAHOE 28J,"Over 25,000",Denver Metro
919,BOULDER COMMUNITY SCHOOL/INTEGRATED STUDIES,BOULDER,CO,80303,Kindergarten,5th Grade,Elementary,480,BOULDER VALLEY RE 2,"Over 25,000",Denver Metro
924,BOULDER HIGH SCHOOL,BOULDER,CO,80302,9th Grade,12th Grade,Senior,480,BOULDER VALLEY RE 2,"Over 25,000",Denver Metro
930,BOULDER UNIVERSAL,BOULDER,CO,80303,Kindergarten,12th Grade,Senior,480,BOULDER VALLEY RE 2,"Over 25,000",Denver Metro
934,BOULDER PREP CHARTER HIGH SCHOOL,BOULDER,CO,80301,9th Grade,12th Grade,Senior,480,BOULDER VALLEY RE 2,"Over 25,000",Denver Metro
944,BOYD ELEMENTARY SCHOOL,ALAMOSA,CO,81101,2nd Grade,3rd Grade,Elementary,100,ALAMOSA RE-11J,"1,201 - 6,000",Outlying City
948,BRANSON SCHOOL ONLINE,BRANSON,CO,81027,Kindergarten,12th Grade,Senior,1750,BRANSON REORGANIZED 82,300 or less,Rural
950,BRADFORD PRIMARY SCHOOL,LITTLETON,CO,80127,Kindergarten,3rd Grade,Elementary,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
951,BLUE HERON ELEMENTARY SCHOOL,LITTLETON,CO,80123,Preschool,6th Grade,Elementary,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
952,BRADFORD INTERMEDIATE SCHOOL,LITTLETON,CO,80127,4th Grade,6th Grade,Elementary,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
954,BRADFORD ELEMENTARY SCHOOL,PUEBLO,CO,81001,Preschool,5th Grade,Elementary,2690,PUEBLO CITY 60,"6,001 - 25,000",Urban-Suburban
964,BRADLEY ELEMENTARY SCHOOL,DENVER,CO,80222,Preschool,5th Grade,Elementary,880,DENVER COUNTY 1,"Over 25,000",Denver Metro
965,BRADY EXPLORATION SCHOOL,LAKEWOOD,CO,80226,9th Grade,12th Grade,Senior,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
974,BRANSON ELEMENTARY SCHOOL,BRANSON,CO,81027,Preschool,6th Grade,Elementary,1750,BRANSON REORGANIZED 82,300 or less,Rural
978,BRANSON UNDIVIDED HIGH SCHOOL,BRANSON,CO,81027,7th Grade,12th Grade,Senior,1750,BRANSON REORGANIZED 82,300 or less,Rural
979,BRANSON SCHOOL ONLINE GED PREP,BRANSON,CO,81027,9th Grade,12th Grade,Senior,1750,BRANSON REORGANIZED 82,300 or less,Rural
988,BRENTWOOD MIDDLE SCHOOL,GREELEY,CO,80634,6th Grade,8th Grade,Middle,3120,GREELEY 6,"6,001 - 25,000",Urban-Suburban
1000,BRICKER ELEMENTARY SCHOOL,COLORADO SPRINGS,CO,80916,Preschool,5th Grade,Elementary,980,HARRISON 2,"6,001 - 25,000",Urban-Suburban
1006,BRIDGES,CARBONDALE,CO,81623,9th Grade,12th Grade,Senior,1180,ROARING FORK RE-1,"1,201 - 6,000",Outlying City
1008,BRIGGSDALE ELEMENTARY SCHOOL,BRIGGSDALE,CO,80611,Preschool,5th Grade,Elementary,3146,BRIGGSDALE RE-10,300 or less,Rural
1012,BRIGGSDALE UNDIVIDED HIGH SCHOOL,BRIGGSDALE,CO,80611,6th Grade,12th Grade,Senior,3146,BRIGGSDALE RE-10,300 or less,Rural
1020,BRIGHT HORIZONS PRE-KINDERGARTEN SCHOOL,BRIGHTON,CO,80601,Infant,Preschool,Elementary,20,ADAMS 12 FIVE STAR SCHOOLS,"Over 25,000",Denver Metro
1021,BRIGHTON HERITAGE ACADEMY,BRIGHTON,CO,80601,6th Grade,12th Grade,Senior,40,BRIGHTON 27J,"1,201 - 6,000",Denver Metro
1022,BRIGHTON HIGH SCHOOL,BRIGHTON,CO,80601,9th Grade,12th Grade,Senior,40,BRIGHTON 27J,"1,201 - 6,000",Denver Metro
1032,BRISTOL ELEMENTARY SCHOOL,COLORADO SPRINGS,CO,80905,Kindergarten,5th Grade,Elementary,1010,COLORADO SPRINGS 11,"Over 25,000",Urban-Suburban
1046,BROADWAY ELEMENTARY SCHOOL,GRAND JUNCTION,CO,81503,Preschool,5th Grade,Elementary,2000,MESA COUNTY VALLEY 51,"6,001 - 25,000",Urban-Suburban
1052,BROMLEY EAST CHARTER SCHOOL,BRIGHTON,CO,80601,Kindergarten,8th Grade,Elementary,40,BRIGHTON 27J,"1,201 - 6,000",Denver Metro
1056,BROMWELL ELEMENTARY SCHOOL,DENVER,CO,80206,Kindergarten,5th Grade,Elementary,880,DENVER COUNTY 1,"Over 25,000",Denver Metro
1066,BROOMFIELD HEIGHTS MIDDLE SCHOOL,BROOMFIELD,CO,80020,6th Grade,8th Grade,Middle,480,BOULDER VALLEY RE 2,"Over 25,000",Denver Metro
1070,BROOMFIELD HIGH SCHOOL,BROOMFIELD,CO,80020,9th Grade,12th Grade,Senior,480,BOULDER VALLEY RE 2,"Over 25,000",Denver Metro
1076,BROWN ELEMENTARY SCHOOL,DENVER,CO,80211,Preschool,5th Grade,Elementary,880,DENVER COUNTY 1,"Over 25,000",Denver Metro
1094,BRUSH MIDDLE SCHOOL,BRUSH,CO,80723,6th Grade,8th Grade,Middle,2395,BRUSH RE-2(J),"1,201 - 6,000",Outlying Town
1096,BRUSH HIGH SCHOOL,BRUSH,CO,80723,9th Grade,12th Grade,Senior,2395,BRUSH RE-2(J),"1,201 - 6,000",Outlying Town
1106,BRYANT WEBSTER K-8 SCHOOL,DENVER,CO,80211,Preschool,8th Grade,Elementary,880,DENVER COUNTY 1,"Over 25,000",Denver Metro
1126,BUENA VISTA ELEMENTARY SCHOOL,COLORADO SPRINGS,CO,80905,Preschool,5th Grade,Elementary,1010,COLORADO SPRINGS 11,"Over 25,000",Urban-Suburban
1130,BUENA VISTA HIGH SCHOOL,BUENA VISTA,CO,81211,9th Grade,12th Grade,Senior,490,BUENA VISTA R-31,601 - 1.200,Outlying Town
1131,BUFFALO RIDGE ELEMENTARY SCHOOL,CASTLE ROCK,CO,80108,Kindergarten,5th Grade,Elementary,900,DOUGLAS COUNTY RE 1,"6,001 - 25,000",Denver Metro
1132,HARRY L MC GINNIS MIDDLE SCHOOL,BUENA VISTA,CO,81211,6th Grade,8th Grade,Middle,490,BUENA VISTA R-31,601 - 1.200,Outlying Town
1136,MANHATTAN MIDDLE SCHOOL OF THE ARTS AND ACADEMICS,BOULDER,CO,80303,6th Grade,8th Grade,Middle,480,BOULDER VALLEY RE 2,"Over 25,000",Denver Metro
1144,BURLINGTON ELEMENTARY SCHOOL,BURLINGTON,CO,80807,Preschool,4th Grade,Elementary,1500,BURLINGTON RE-6J,601 - 1.200,Outlying Town
1148,BURLINGTON ELEMENTARY SCHOOL,LONGMONT,CO,80501,Preschool,5th Grade,Elementary,470,ST VRAIN VALLEY RE 1J,"6,001 - 25,000",Denver Metro
1150,BURLINGTON MIDDLE SCHOOL,BURLINGTON,CO,80807,5th Grade,8th Grade,Middle,1500,BURLINGTON RE-6J,601 - 1.200,Outlying Town
1152,BURLINGTON HIGH SCHOOL,BURLINGTON,CO,80807,9th Grade,12th Grade,Senior,1500,BURLINGTON RE-6J,601 - 1.200,Outlying Town
1154,BUENA VISTA ONLINE ACADEMY,BUENA VISTA,CO,81211,3rd Grade,12th Grade,Senior,490,BUENA VISTA R-31,601 - 1.200,Outlying Town
1155,BUFFALO TRAIL ELEMENTARY SCHOOL,AURORA,CO,80016,Preschool,6th Grade,Elementary,130,CHERRY CREEK 5,"Over 25,000",Denver Metro
1168,BYERS ELEMENTARY SCHOOL,BYERS,CO,80103,Preschool,6th Grade,Elementary,190,BYERS 32J,301 - 600,Rural
1176,BYERS JUNIOR-SENIOR HIGH SCHOOL,BYERS,CO,80103,7th Grade,12th Grade,Senior,190,BYERS 32J,301 - 600,Rural
1186,CACHE LA POUDRE ELEMENTARY SCHOOL,LA PORTE,CO,80535,Preschool,5th Grade,Elementary,1550,POUDRE R-1,"6,001 - 25,000",Urban-Suburban
1190,CACHE LA POUDRE MIDDLE SCHOOL,LA PORTE,CO,80535,6th Grade,8th Grade,Middle,1550,POUDRE R-1,"6,001 - 25,000",Urban-Suburban
1210,CALHAN ELEMENTARY SCHOOL,CALHAN,CO,80808,Preschool,5th Grade,Elementary,970,CALHAN RJ-1,301 - 600,Rural
1215,CALHAN MIDDLE SCHOOL,CALHAN,CO,80808,6th Grade,8th Grade,Middle,970,CALHAN RJ-1,301 - 600,Rural
1218,CALHAN HIGH SCHOOL,CALHAN,CO,80808,9th Grade,12th Grade,Senior,970,CALHAN RJ-1,301 - 600,Rural
1220,CALICHE ELEMENTARY SCHOOL,ILIFF,CO,80736,Preschool,6th Grade,Elementary,1828,VALLEY RE-1,"1,201 - 6,000",Outlying City
1224,CALICHE JUNIOR-SENIOR HIGH SCHOOL,ILIFF,CO,80736,7th Grade,12th Grade,Senior,1828,VALLEY RE-1,"1,201 - 6,000",Outlying City
1238,CAMPBELL ELEMENTARY SCHOOL,ARVADA,CO,80004,Preschool,6th Grade,Elementary,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
1245,CENTENNIAL ELEMENTARY,FIRESTONE,CO,80504,Preschool,5th Grade,Elementary,470,ST VRAIN VALLEY RE 1J,"6,001 - 25,000",Denver Metro
1248,CAMPO ELEMENTARY SCHOOL,CAMPO,CO,81029,Infant,5th Grade,Elementary,270,CAMPO RE-6,300 or less,Rural
1252,CAMPO UNDIVIDED HIGH SCHOOL,CAMPO,CO,81029,6th Grade,12th Grade,Senior,270,CAMPO RE-6,300 or less,Rural
1262,CANON CITY MIDDLE SCHOOL,CANON CITY,CO,81212,6th Grade,8th Grade,Middle,1140,CANON CITY RE-1,"1,201 - 6,000",Outlying City
1266,CANON CITY HIGH SCHOOL,CANON CITY,CO,81212,9th Grade,12th Grade,Senior,1140,CANON CITY RE-1,"1,201 - 6,000",Outlying City
1270,EARLY CHILDHOOD CENTER,CASTLE ROCK,CO,80104,Infant,Preschool,Elementary,900,DOUGLAS COUNTY RE 1,"6,001 - 25,000",Denver Metro
1273,CANYON CREEK ELEMENTARY SCHOOL,AURORA,CO,80015,Preschool,5th Grade,Elementary,130,CHERRY CREEK 5,"Over 25,000",Denver Metro
1276,CENTAURI MIDDLE SCHOOL,LA JARA,CO,81140,6th Grade,8th Grade,Middle,550,NORTH CONEJOS RE-1J,"1,201 - 6,000",Rural
1279,CAPROCK ACADEMY,GRAND JUNCTION,CO,81505,Kindergarten,10th Grade,Senior,8001,Charter School Institute,,
1284,CARBON VALLEY ACADEMY,FREDERICK,CO,80530,Preschool,11th Grade,Senior,470,ST VRAIN VALLEY RE 1J,"6,001 - 25,000",Denver Metro
1296,CARBONDALE MIDDLE SCHOOL,CARBONDALE,CO,81623,5th Grade,8th Grade,Middle,1180,ROARING FORK RE-1,"1,201 - 6,000",Outlying City
1299,CARDINAL COMMUNITY ACADEMY CHARTER SCHOOL,KEENESBURG,CO,80643,Kindergarten,8th Grade,Elementary,3090,KEENESBURG RE-3(J),"1,201 - 6,000",Rural
1304,CARLILE ELEMENTARY SCHOOL,PUEBLO,CO,81004,Preschool,5th Grade,Elementary,2690,PUEBLO CITY 60,"6,001 - 25,000",Urban-Suburban
1306,CARMEL MIDDLE SCHOOL,COLORADO SPRINGS,CO,80910,6th Grade,8th Grade,Middle,980,HARRISON 2,"6,001 - 25,000",Urban-Suburban
1318,CARMODY MIDDLE SCHOOL,LAKEWOOD,CO,80227,7th Grade,8th Grade,Middle,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
1319,FRED N THOMAS CAREER EDUCATION CENTER,DENVER,CO,80211,9th Grade,12th Grade,Senior,880,DENVER COUNTY 1,"Over 25,000",Denver Metro
1321,CAMPBELL ELEMENTARY SCHOOL,STERLING,CO,80751,3rd Grade,5th Grade,Elementary,1828,VALLEY RE-1,"1,201 - 6,000",Outlying City
1323,CARRIE MARTIN ELEMENTARY SCHOOL,LOVELAND,CO,80537,Kindergarten,5th Grade,Elementary,1560,THOMPSON R2-J,"6,001 - 25,000",Urban-Suburban
1324,CARSON ELEMENTARY SCHOOL,DENVER,CO,80220,Preschool,5th Grade,Elementary,880,DENVER COUNTY 1,"Over 25,000",Denver Metro
1332,CARSON MIDDLE SCHOOL,FORT CARSON,CO,80902,6th Grade,8th Grade,Middle,1000,FOUNTAIN 8,"1,201 - 6,000",Urban-Suburban
1334,ABRAMS ELEMENTARY SCHOOL,FORT CARSON,CO,80902,Kindergarten,5th Grade,Elementary,1000,FOUNTAIN 8,"1,201 - 6,000",Urban-Suburban
1340,CARVER ELEMENTARY SCHOOL,COLORADO SPRINGS,CO,80917,Kindergarten,5th Grade,Elementary,1010,COLORADO SPRINGS 11,"Over 25,000",Urban-Suburban
1345,CESAR CHAVEZ ACADEMY DENVER,DENVER,CO,80212,Kindergarten,8th Grade,Elementary,880,DENVER COUNTY 1,"Over 25,000",Denver Metro
1352,CASEY MIDDLE SCHOOL,BOULDER,CO,80304,6th Grade,8th Grade,Middle,480,BOULDER VALLEY RE 2,"Over 25,000",Denver Metro
1362,CASTLE ROCK ELEMENTARY SCHOOL,CASTLE ROCK,CO,80104,Kindergarten,6th Grade,Elementary,900,DOUGLAS COUNTY RE 1,"6,001 - 25,000",Denver Metro
1367,CASTLE VIEW HIGH SCHOOL,CASTLE ROCK,CO,80109,9th Grade,12th Grade,Senior,900,DOUGLAS COUNTY RE 1,"6,001 - 25,000",Denver Metro
1372,CEDAREDGE HIGH SCHOOL,CEDAREDGE,CO,81413,9th Grade,12th Grade,Senior,870,DELTA COUNTY 50(J),"1,201 - 6,000",Outlying Town
1375,CEDAREDGE MIDDLE SCHOOL,CEDAREDGE,CO,81413,6th Grade,8th Grade,Middle,870,DELTA COUNTY 50(J),"1,201 - 6,000",Outlying Town
1376,SCHOLARS TO LEADERS ACADEMY,COLORADO SPRINGS,CO,80907,Kindergarten,8th Grade,Elementary,8001,Charter School Institute,,
1377,CEDAR RIDGE ELEMENTARY SCHOOL,PUEBLO WEST,CO,81007,Preschool,5th Grade,Elementary,2700,PUEBLO COUNTY 70,"1,201 - 6,000",Urban-Suburban
1378,CENTAURI HIGH SCHOOL,LA JARA,CO,81140,9th Grade,12th Grade,Senior,550,NORTH CONEJOS RE-1J,"1,201 - 6,000",Rural
1380,CENTAURUS HIGH SCHOOL,LAFAYETTE,CO,80026,9th Grade,12th Grade,Senior,480,BOULDER VALLEY RE 2,"Over 25,000",Denver Metro
1382,CENTENNIAL ACADEMY OF FINE ARTS EDUCATION,LITTLETON,CO,80123,Kindergarten,5th Grade,Elementary,140,LITTLETON 6,"6,001 - 25,000",Denver Metro
1383,CENTENNIAL ELEMENTARY SCHOOL,COLORADO SPRINGS,CO,80910,Preschool,5th Grade,Elementary,980,HARRISON 2,"6,001 - 25,000",Urban-Suburban
1384,CENTENNIAL ELEMENTARY SCHOOL,EVANS,CO,80620,Preschool,5th Grade,Elementary,3120,GREELEY 6,"6,001 - 25,000",Urban-Suburban
1385,CENTENNIAL ELEMENTARY SCHOOL,LOVELAND,CO,80538,Kindergarten,5th Grade,Elementary,1560,THOMPSON R2-J,"6,001 - 25,000",Urban-Suburban
1386,TRINIDAD MIDDLE SCHOOL,TRINIDAD,CO,81082,6th Grade,8th Grade,Middle,1580,TRINIDAD 1,"1,201 - 6,000",Outlying City
1388,CENTENNIAL ELEMENTARY SCHOOL,BROOMFIELD,CO,80020,Kindergarten,5th Grade,Elementary,20,ADAMS 12 FIVE STAR SCHOOLS,"Over 25,000",Denver Metro
1390,CENTENNIAL MIDDLE SCHOOL,BOULDER,CO,80304,6th Grade,8th Grade,Middle,480,BOULDER VALLEY RE 2,"Over 25,000",Denver Metro
1392,CENTENNIAL MIDDLE SCHOOL,MONTROSE,CO,81401,6th Grade,8th Grade,Middle,2180,MONTROSE COUNTY RE-1J,"1,201 - 6,000",Outlying City
1396,CENTENNIAL JUNIOR HIGH SCHOOL,SAN LUIS,CO,81152,7th Grade,8th Grade,Middle,640,CENTENNIAL R-1,301 - 600,Rural
1398,CENTENNIAL HIGH SCHOOL,SAN LUIS,CO,81152,9th Grade,12th Grade,Senior,640,CENTENNIAL R-1,301 - 600,Rural
1400,CENTENNIAL K-8 SCHOOL,DENVER,CO,80212,Preschool,8th Grade,Elementary,880,DENVER COUNTY 1,"Over 25,000",Denver Metro
1402,CENTENNIAL HIGH SCHOOL,PUEBLO,CO,81008,9th Grade,12th Grade,Senior,2690,PUEBLO CITY 60,"6,001 - 25,000",Urban-Suburban
1412,HASKIN ELEMENTARY SCHOOL,CENTER,CO,81125,Preschool,5th Grade,Elementary,2810,CENTER 26 JT,601 - 1.200,Outlying Town
1416,SKOGLUND MIDDLE SCHOOL,CENTER,CO,81125,6th Grade,8th Grade,Middle,2810,CENTER 26 JT,601 - 1.200,Outlying Town
1420,CENTER HIGH SCHOOL,CENTER,CO,81125,9th Grade,12th Grade,Senior,2810,CENTER 26 JT,601 - 1.200,Outlying Town
1426,CENTRAL ELEMENTARY SCHOOL,COMMERCE CITY,CO,80022,Preschool,5th Grade,Elementary,30,ADAMS COUNTY 14,"6,001 - 25,000",Denver Metro
1434,CENTRAL ELEMENTARY SCHOOL,LONGMONT,CO,80501,Preschool,5th Grade,Elementary,470,ST VRAIN VALLEY RE 1J,"6,001 - 25,000",Denver Metro
1438,BEAVER VALLEY ELEMENTARY SCHOOL,BRUSH,CO,80723,3rd Grade,5th Grade,Elementary,2395,BRUSH RE-2(J),"1,201 - 6,000",Outlying Town
1446,WELD CENTRAL SENIOR HIGH SCHOOL,KEENESBURG,CO,80643,9th Grade,12th Grade,Senior,3090,KEENESBURG RE-3(J),"1,201 - 6,000",Rural
1450,CENTRAL HIGH SCHOOL,GRAND JUNCTION,CO,81504,9th Grade,12th Grade,Senior,2000,MESA COUNTY VALLEY 51,"6,001 - 25,000",Urban-Suburban
1454,CENTRAL HIGH SCHOOL,PUEBLO,CO,81004,9th Grade,12th Grade,Senior,2690,PUEBLO CITY 60,"6,001 - 25,000",Urban-Suburban
1458,AURORA CENTRAL HIGH SCHOOL,AURORA,CO,80010,9th Grade,12th Grade,Senior,180,ADAMS-ARAPAHOE 28J,"Over 25,000",Denver Metro
1470,CENTURY ELEMENTARY SCHOOL,AURORA,CO,80014,Preschool,5th Grade,Elementary,180,ADAMS-ARAPAHOE 28J,"Over 25,000",Denver Metro
1480,CENTURY MIDDLE SCHOOL,THORNTON,CO,80241,6th Grade,8th Grade,Middle,20,ADAMS 12 FIVE STAR SCHOOLS,"Over 25,000",Denver Metro
1488,CESAR CHAVEZ ACADEMY,PUEBLO,CO,81003,Kindergarten,8th Grade,Elementary,2690,PUEBLO CITY 60,"6,001 - 25,000",Urban-Suburban
1490,CHAMBERLIN ACADEMY,COLORADO SPRINGS,CO,80906,Preschool,5th Grade,Elementary,980,HARRISON 2,"6,001 - 25,000",Urban-Suburban
1500,CHAPPELOW K-8 MAGNET SCHOOL,EVANS,CO,80620,Kindergarten,8th Grade,Elementary,3120,GREELEY 6,"6,001 - 25,000",Urban-Suburban
1503,CHAPARRAL HIGH SCHOOL,PARKER,CO,80134,9th Grade,12th Grade,Senior,900,DOUGLAS COUNTY RE 1,"6,001 - 25,000",Denver Metro
1504,GOODNIGHT ELEMENTARY SCHOOL,PUEBLO,CO,81005,Preschool,8th Grade,Elementary,2690,PUEBLO CITY 60,"6,001 - 25,000",Urban-Suburban
1508,CHAFFEE COUNTY HIGH SCHOOL,BUENA VISTA,CO,81211,7th Grade,12th Grade,Senior,490,BUENA VISTA R-31,601 - 1.200,Outlying Town
1510,CHALLENGE SCHOOL,DENVER,CO,80231,Preschool,8th Grade,Elementary,130,CHERRY CREEK 5,"Over 25,000",Denver Metro
1512,CHALLENGE TO EXCELLENCE CHARTER SCHOOL,PARKER,CO,80134,Kindergarten,8th Grade,Elementary,900,DOUGLAS COUNTY RE 1,"6,001 - 25,000",Denver Metro
1514,CHARLES HAY WORLD SCHOOL,ENGLEWOOD,CO,80113,Kindergarten,5th Grade,Elementary,120,ENGLEWOOD 1,"1,201 - 6,000",Denver Metro
1519,STARGATE CHARTER SCHOOL,THORNTON,CO,80241,Kindergarten,8th Grade,Elementary,20,ADAMS 12 FIVE STAR SCHOOLS,"Over 25,000",Denver Metro
1520,CHATFIELD ELEMENTARY SCHOOL,GRAND JUNCTION,CO,81504,Preschool,5th Grade,Elementary,2000,MESA COUNTY VALLEY 51,"6,001 - 25,000",Urban-Suburban
1522,CHATFIELD HIGH SCHOOL,LITTLETON,CO,80127,9th Grade,12th Grade,Senior,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
1528,CHELTENHAM ELEMENTARY SCHOOL,DENVER,CO,80204,Preschool,5th Grade,Elementary,880,DENVER COUNTY 1,"Over 25,000",Denver Metro
1538,CHERAW ELEMENTARY SCHOOL,CHERAW,CO,81030,Preschool,5th Grade,Elementary,2560,CHERAW 31,300 or less,Rural
1546,CHERAW HIGH SCHOOL,CHERAW,CO,81030,9th Grade,12th Grade,Senior,2560,CHERAW 31,300 or less,Rural
1548,CHERAW MIDDLE SCHOOL,CHERAW,CO,81030,6th Grade,8th Grade,Middle,2560,CHERAW 31,300 or less,Rural
1551,CHEROKEE TRAIL HIGH SCHOOL,AURORA,CO,80016,9th Grade,12th Grade,Senior,130,CHERRY CREEK 5,"Over 25,000",Denver Metro
1556,CHERRELYN ELEMENTARY SCHOOL,ENGLEWOOD,CO,80113,Kindergarten,5th Grade,Elementary,120,ENGLEWOOD 1,"1,201 - 6,000",Denver Metro
1566,CAMPUS MIDDLE SCHOOL,GREENWOOD VILLAGE,CO,80111,6th Grade,8th Grade,Middle,130,CHERRY CREEK 5,"Over 25,000",Denver Metro
1568,WEST MIDDLE SCHOOL,GREENWOOD VILLAGE,CO,80121,6th Grade,8th Grade,Middle,130,CHERRY CREEK 5,"Over 25,000",Denver Metro
1570,CHERRY CREEK HIGH SCHOOL,GREENWOOD VILLAGE,CO,80111,9th Grade,12th Grade,Senior,130,CHERRY CREEK 5,"Over 25,000",Denver Metro
