school,district_id,district_name,EMH,EMH_combined,school_id,achievement_dir,growth_dir,overall_dir,emh
LIMON JUNIOR-SENIOR HIGH SCHOOL,1790,LIMON RE-4J,H,,5136,up,flat,flat,H
LIMON JUNIOR-SENIOR HIGH SCHOOL,1790,LIMON RE-4J,M,,5136,flat,flat,flat,M
LINCOLN CHARTER ACADEMY,1420,JEFFERSON COUNTY R-1,E,,5145,flat,down,down,E
LINCOLN CHARTER ACADEMY,1420,JEFFERSON COUNTY R-1,H,,5145,,,flat,H
LINCOLN CHARTER ACADEMY,1420,JEFFERSON COUNTY R-1,M,,5145,flat,down,down,M
LIFE SKILLS CENTER OF COLORADO SPRINGS,1010,COLORADO SPRINGS 11,H,,5146,,,flat,H
LINCOLN ELEMENTARY SCHOOL,870,DELTA COUNTY 50(J),E,,5154,down,flat,down,E
LINCOLN ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,,5158,up,flat,down,E
LINCOLN ELEMENTARY SCHOOL,1010,COLORADO SPRINGS 11,E,,5162,down,up,up,E
LINCOLN ELEMENTARY SCHOOL,1140,CANON CITY RE-1,E,,5166,flat,up,up,E
LINCOLN MIDDLE SCHOOL,1550,POUDRE R-1,M,,5168,up,flat,flat,M
LINCOLN ELEMENTARY SCHOOL,1560,THOMPSON R2-J,E,,5170,flat,down,down,E
LINCOLN HIGH SCHOOL,2405,FORT MORGAN RE-3,H,,5180,,,down,H
LINTON ELEMENTARY SCHOOL,1550,POUDRE R-1,E,,5196,down,down,down,E
LINCOLN ORCHARD MESA ELEMENTARY SCHOOL,2000,MESA COUNTY VALLEY 51,E,,5210,flat,up,flat,E
LITTLE ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,5222,flat,up,up,E
LITTLETON HIGH SCHOOL,140,LITTLETON 6,H,,5224,flat,flat,flat,H
LITTLETON ACADEMY,140,LITTLETON 6,E,,5229,flat,down,down,E
LITTLETON ACADEMY,140,LITTLETON 6,M,,5229,flat,flat,flat,M
LITTLETON PREP CHARTER SCHOOL,140,LITTLETON 6,E,,5233,flat,flat,flat,E
LITTLETON PREP CHARTER SCHOOL,140,LITTLETON 6,M,,5233,flat,flat,down,M
LIVERMORE ELEMENTARY SCHOOL,1550,POUDRE R-1,E,,5234,flat,,flat,E
LOIS LENSKI ELEMENTARY SCHOOL,140,LITTLETON 6,E,,5236,flat,down,down,E
LONE STAR MIDDLE SCHOOL,3060,LONE STAR 101,M,,5238,down,,down,M
LOMA ELEMENTARY SCHOOL,2000,MESA COUNTY VALLEY 51,E,,5244,flat,down,flat,E
LOMA LINDA ELEMENTARY SCHOOL,470,ST VRAIN VALLEY RE 1J,E,,5246,flat,flat,flat,E
LAKE INTERNATIONAL SCHOOL,880,DENVER COUNTY 1,M,,5255,flat,flat,flat,M
LONE STAR UNDIVIDED HIGH SCHOOL,3060,LONE STAR 101,H,,5258,,,up,H
LONGFELLOW ELEMENTARY SCHOOL,500,SALIDA R-32,E,,5268,flat,flat,flat,E
LONGMONT HIGH SCHOOL,470,ST VRAIN VALLEY RE 1J,H,,5282,flat,down,flat,H
LONGMONT ESTATES ELEMENTARY SCHOOL,470,ST VRAIN VALLEY RE 1J,E,,5284,up,up,up,E
SUNSET MIDDLE SCHOOL,470,ST VRAIN VALLEY RE 1J,M,,5286,flat,up,up,M
LONGS PEAK MIDDLE SCHOOL,470,ST VRAIN VALLEY RE 1J,M,,5288,flat,up,flat,M
LOPEZ ELEMENTARY SCHOOL,1550,POUDRE R-1,E,,5292,flat,flat,flat,E
LOTUS SCHOOL FOR EXCELLENCE,180,ADAMS-ARAPAHOE 28J,E,,5298,flat,flat,flat,E
LOTUS SCHOOL FOR EXCELLENCE,180,ADAMS-ARAPAHOE 28J,H,,5298,flat,flat,flat,H
LOTUS SCHOOL FOR EXCELLENCE,180,ADAMS-ARAPAHOE 28J,M,,5298,down,down,down,M
LOUISVILLE ELEMENTARY SCHOOL,480,BOULDER VALLEY RE 2,E,,5302,flat,flat,up,E
LOUISVILLE MIDDLE SCHOOL,480,BOULDER VALLEY RE 2,M,,5306,flat,flat,flat,M
BILL REED MIDDLE SCHOOL,1560,THOMPSON R2-J,M,,5312,flat,flat,flat,M
LOVELAND HIGH SCHOOL,1560,THOMPSON R2-J,H,,5316,flat,flat,flat,H
LUCILE ERWIN MIDDLE SCHOOL,1560,THOMPSON R2-J,M,,5335,flat,flat,flat,M
LOWRY ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,,5342,flat,flat,flat,E
LUKAS ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,5350,up,flat,flat,E
LUMBERG ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,5354,up,up,up,E
LYN KNOLL ELEMENTARY SCHOOL,180,ADAMS-ARAPAHOE 28J,E,,5361,up,flat,flat,E
LYONS ELEMENTARY SCHOOL,470,ST VRAIN VALLEY RE 1J,E,,5364,flat,down,down,E
LYONS MIDDLE/SENIOR HIGH SCHOOL,470,ST VRAIN VALLEY RE 1J,H,,5368,flat,flat,flat,H
LYONS MIDDLE/SENIOR HIGH SCHOOL,470,ST VRAIN VALLEY RE 1J,M,,5368,up,up,up,M
M. SCOTT CARPENTER MIDDLE SCHOOL,70,WESTMINSTER 50,M,,5388,flat,up,flat,M
MADISON ELEMENTARY SCHOOL,1010,COLORADO SPRINGS 11,E,,5404,flat,flat,down,E
EDCSD: COLORADO CYBER SCHOOL,900,DOUGLAS COUNTY RE 1,H,,5405,flat,down,down,H
EDCSD: COLORADO CYBER SCHOOL,900,DOUGLAS COUNTY RE 1,M,,5405,down,down,down,M
MADISON ELEMENTARY SCHOOL,3120,GREELEY 6,E,,5412,flat,up,up,E
MADISON EXPLORATORY SCHOOL,1140,CANON CITY RE-1,E,,5414,up,up,up,E
ROCKY MOUNTAIN DEAF SCHOOL,1420,JEFFERSON COUNTY R-1,A,EMH,5415,,,down,A
ROCKY MOUNTAIN DEAF SCHOOL,1420,JEFFERSON COUNTY R-1,M,,5415,down,,down,M
MALLEY DRIVE ELEMENTARY SCHOOL,20,ADAMS 12 FIVE STAR SCHOOLS,E,,5418,flat,flat,down,E
MANASSA ELEMENTARY SCHOOL,550,NORTH CONEJOS RE-1J,E,,5422,flat,down,down,E
MANNY MARTINEZ MIDDLE SCHOOL,880,DENVER COUNTY 1,M,,5430,up,up,up,M
MANAUGH ELEMENTARY SCHOOL,2035,MONTEZUMA-CORTEZ RE-1,E,,5436,flat,down,down,E
MANCOS ELEMENTARY SCHOOL,2070,MANCOS RE-6,E,,5446,flat,down,down,E
MANUAL HIGH SCHOOL,880,DENVER COUNTY 1,H,,5448,flat,flat,up,H
MANCOS MIDDLE SCHOOL,2070,MANCOS RE-6,M,,5450,flat,flat,up,M
MANCOS HIGH SCHOOL,2070,MANCOS RE-6,H,,5452,up,up,flat,H
MANDALAY MIDDLE SCHOOL,1420,JEFFERSON COUNTY R-1,M,,5454,up,flat,flat,M
MANITOU SPRINGS ELEMENTARY SCHOOL,1030,MANITOU SPRINGS 14,E,,5460,flat,flat,flat,E
MANITOU SPRINGS MIDDLE SCHOOL,1030,MANITOU SPRINGS 14,M,,5464,flat,flat,down,M
MANITOU SPRINGS HIGH SCHOOL,1030,MANITOU SPRINGS 14,H,,5468,down,flat,flat,H
MANNING OPTIONS SCHOOL,1420,JEFFERSON COUNTY R-1,M,,5472,flat,flat,flat,M
MANZANOLA ELEMENTARY SCHOOL,2535,MANZANOLA 3J,E,,5498,up,up,up,E
MANZANOLA JUNIOR-SENIOR HIGH SCHOOL,2535,MANZANOLA 3J,H,,5506,down,down,up,H
MANZANOLA JUNIOR-SENIOR HIGH SCHOOL,2535,MANZANOLA 3J,M,,5506,down,,down,M
MAPLE GROVE ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,5524,flat,flat,flat,E
HOPKINS ELEMENTARY SCHOOL,140,LITTLETON 6,E,,5572,up,flat,up,E
TWAIN ELEMENTARY SCHOOL,140,LITTLETON 6,E,,5574,flat,flat,up,E
TWAIN ELEMENTARY SCHOOL,1010,COLORADO SPRINGS 11,E,,5576,up,up,up,E
MARRAMA ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,,5578,up,flat,up,E
MARSHDALE ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,5580,flat,down,flat,E
MARTIN LUTHER KING JR ELEMENTARY SCHOOL,990,WIDEFIELD 3,E,,5602,down,down,down,E
KING ELEMENTARY SCHOOL,1010,COLORADO SPRINGS 11,E,,5604,down,down,down,E
MARTIN LUTHER KING JR. EARLY COLLEGE,880,DENVER COUNTY 1,H,,5605,flat,flat,flat,H
MARTIN LUTHER KING JR. EARLY COLLEGE,880,DENVER COUNTY 1,M,,5605,flat,down,flat,M
CREEKSIDE ELEMENTARY SCHOOL AT MARTIN PARK,480,BOULDER VALLEY RE 2,E,,5606,flat,flat,up,E
SAGE CANYON ELEMENTARY,900,DOUGLAS COUNTY RE 1,E,,5607,flat,flat,flat,E
MATHEMATICS AND SCIENCE LEADERSHIP ACADEMY,880,DENVER COUNTY 1,E,,5608,flat,,flat,E
MARTINEZ ELEMENTARY SCHOOL,1010,COLORADO SPRINGS 11,E,,5610,flat,flat,flat,E
MARY E PENNOCK ELEMENTARY SCHOOL,40,BRIGHTON 27J,E,,5615,down,flat,flat,E
MAPLEWOOD ELEMENTARY SCHOOL,3120,GREELEY 6,E,,5620,flat,flat,flat,E
LONGVIEW HIGH SCHOOL,1420,JEFFERSON COUNTY R-1,H,,5623,,,up,H
MAXWELL ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,,5644,down,down,flat,E
MCAULIFFE ELEMENTARY SCHOOL,3120,GREELEY 6,E,,5660,flat,down,down,E
MC CLAVE ELEMENTARY SCHOOL,310,MC CLAVE RE-2,E,,5666,flat,flat,flat,E
MC CLAVE UNDIVIDED HIGH SCHOOL,310,MC CLAVE RE-2,H,,5670,flat,flat,flat,H
MC CLAVE UNDIVIDED HIGH SCHOOL,310,MC CLAVE RE-2,M,,5670,up,up,up,M
MC GLONE ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,,5685,down,up,up,E
MCGRAW ELEMENTARY SCHOOL,1550,POUDRE R-1,E,,5688,flat,flat,flat,E
MC KINLEY-THATCHER ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,,5702,flat,up,up,E
MCKINLEY ELEMENTARY SCHOOL,1140,CANON CITY RE-1,E,,5704,flat,flat,flat,E
MC ELWAIN ELEMENTARY SCHOOL,20,ADAMS 12 FIVE STAR SCHOOLS,E,,5706,flat,up,flat,E
MC MEEN ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,,5716,flat,down,down,E
MEAD HIGH SCHOOL,470,ST VRAIN VALLEY RE 1J,H,,5722,flat,up,flat,H
MEAD ELEMENTARY SCHOOL,470,ST VRAIN VALLEY RE 1J,E,,5726,flat,flat,flat,E
MEAD MIDDLE SCHOOL,470,ST VRAIN VALLEY RE 1J,M,,5730,flat,flat,flat,M
HOMESTAKE PEAK SCHOOL,910,EAGLE COUNTY RE 50,E,,5742,flat,down,down,E
MEADOW POINT ELEMENTARY SCHOOL,130,CHERRY CREEK 5,E,,5744,flat,up,up,E
MEADOW VIEW ELEMENTARY SCHOOL,900,DOUGLAS COUNTY RE 1,E,,5745,up,up,flat,E
MEEKER ELEMENTARY SCHOOL,2710,MEEKER RE1,E,,5750,flat,flat,down,E
MEEKER ELEMENTARY SCHOOL,3120,GREELEY 6,E,,5752,down,down,down,E
BARONE MIDDLE SCHOOL,2710,MEEKER RE1,M,,5754,up,flat,flat,M
MEIKLEJOHN ELEMENTARY,1420,JEFFERSON COUNTY R-1,E,,5758,flat,flat,flat,E
MEEKER HIGH SCHOOL,2710,MEEKER RE1,H,,5762,flat,up,flat,H
MERIDIAN RANCH INTERNATIONAL SCHOOL,1110,FALCON 49,E,,5779,flat,up,flat,E
MERINO ELEMENTARY SCHOOL,1860,BUFFALO RE-4J,E,,5802,flat,up,up,E
MERINO JUNIOR SENIOR HIGH SCHOOL,1860,BUFFALO RE-4J,H,,5806,down,up,flat,H
MERINO JUNIOR SENIOR HIGH SCHOOL,1860,BUFFALO RE-4J,M,,5806,flat,up,up,M
THORNTON MIDDLE SCHOOL,20,ADAMS 12 FIVE STAR SCHOOLS,M,,5814,flat,down,down,M
THORNTON HIGH SCHOOL,20,ADAMS 12 FIVE STAR SCHOOLS,H,,5816,flat,flat,flat,H
MERRILL MIDDLE SCHOOL,880,DENVER COUNTY 1,M,,5826,flat,flat,down,M
MESA VALLEY VISION HOME AND COMMUNITY PROGRAM,2000,MESA COUNTY VALLEY 51,E,,5828,flat,flat,flat,E
MESA VALLEY VISION HOME AND COMMUNITY PROGRAM,2000,MESA COUNTY VALLEY 51,H,,5828,flat,up,flat,H
MESA VALLEY VISION HOME AND COMMUNITY PROGRAM,2000,MESA COUNTY VALLEY 51,M,,5828,flat,flat,flat,M
MESA ELEMENTARY SCHOOL,70,WESTMINSTER 50,E,,5834,up,up,up,E
MESA ELEMENTARY SCHOOL,2035,MONTEZUMA-CORTEZ RE-1,E,,5836,down,down,down,E
MESA ELEMENTARY SCHOOL,480,BOULDER VALLEY RE 2,E,,5838,down,down,down,E
MESA RIDGE HIGH SCHOOL,990,WIDEFIELD 3,H,,5841,down,down,down,H
MESA VIEW ELEMENTARY SCHOOL,2000,MESA COUNTY VALLEY 51,E,,5842,flat,flat,flat,E
LONE TREE ELEMENTARY,900,DOUGLAS COUNTY RE 1,E,,5843,flat,flat,flat,E
CONTEMPORARY LEARNING ACADEMY HIGH SCHOOL,880,DENVER COUNTY 1,H,,5844,down,down,down,H
MIAMI/YODER ELEMENTARY SCHOOL,1130,MIAMI/YODER 60 JT,E,,5850,down,up,up,E
MIAMI-YODER SENIOR HIGH SCHOOL,1130,MIAMI/YODER 60 JT,H,,5854,down,down,down,H
MIDDLE PARK HIGH SCHOOL,1350,EAST GRAND 2,H,,5864,flat,flat,flat,H
MIAMI-YODER JUNIOR HIGH SCHOOL,1130,MIAMI/YODER 60 JT,M,,5870,down,down,down,M
MIDLAND ELEMENTARY SCHOOL,1010,COLORADO SPRINGS 11,E,,5878,up,down,down,E
MILLER MIDDLE SCHOOL,1520,DURANGO 9-R,M,,5888,flat,up,flat,M
MILLER SPECIAL EDUCATION,1420,JEFFERSON COUNTY R-1,A,EMH,5892,,,up,A
MILLER SPECIAL EDUCATION,1420,JEFFERSON COUNTY R-1,E,,5892,,,flat,E
MILLER SPECIAL EDUCATION,1420,JEFFERSON COUNTY R-1,H,,5892,,,up,H
MILLIKEN ELEMENTARY SCHOOL,3110,JOHNSTOWN-MILLIKEN RE-5J,E,,5896,flat,down,down,E
MILLIKEN MIDDLE SCHOOL,3110,JOHNSTOWN-MILLIKEN RE-5J,M,,5902,flat,flat,flat,M
MINNEQUA ELEMENTARY SCHOOL,2690,PUEBLO CITY 60,E,,5916,flat,down,down,E
MISSION VIEJO ELEMENTARY SCHOOL,130,CHERRY CREEK 5,E,,5934,flat,flat,flat,E
MITCHELL ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,5944,flat,flat,flat,E
MITCHELL HIGH SCHOOL,1010,COLORADO SPRINGS 11,H,,5948,down,down,down,H
MOFFAT MIDDLE SCHOOL,2800,MOFFAT 2,M,,5956,flat,flat,flat,M
MOFFAT SENIOR HIGH SCHOOL,2800,MOFFAT 2,H,,5958,,,up,H
MOFFAT COUNTY HIGH SCHOOL,2020,MOFFAT COUNTY RE:NO 1,H,,5962,flat,flat,flat,H
MOLHOLM ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,5972,down,flat,flat,E
MONACO ELEMENTARY SCHOOL,30,ADAMS COUNTY 14,E,,5982,flat,up,up,E
MONFORT ELEMENTARY SCHOOL,3120,GREELEY 6,E,,5985,flat,down,flat,E
MONROE ELEMENTARY SCHOOL,1010,COLORADO SPRINGS 11,E,,5988,flat,flat,down,E
MONROE ELEMENTARY SCHOOL,1560,THOMPSON R2-J,E,,5992,flat,flat,up,E
MONTESSORI PEAKS CHARTER ACADEMY,1420,JEFFERSON COUNTY R-1,E,,5994,flat,up,up,E
MONTESSORI PEAKS CHARTER ACADEMY,1420,JEFFERSON COUNTY R-1,M,,5994,up,flat,flat,M
MONTBELLO HIGH SCHOOL,880,DENVER COUNTY 1,H,,5995,down,flat,flat,H
D C S MONTESSORI CHARTER SCHOOL,900,DOUGLAS COUNTY RE 1,E,,5997,flat,flat,flat,E
OAKLAND ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,,5998,flat,down,down,E
MONARCH HIGH SCHOOL,480,BOULDER VALLEY RE 2,H,,5999,flat,up,flat,H
MONARCH K-8 SCHOOL,480,BOULDER VALLEY RE 2,E,,6000,flat,down,flat,E
MONARCH K-8 SCHOOL,480,BOULDER VALLEY RE 2,M,,6000,flat,flat,flat,M
MONTCLAIR ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,,6002,up,flat,flat,E
MONTEREY ELEMENTARY SCHOOL,980,HARRISON 2,E,,6018,up,up,up,E
MONTEZUMA-CORTEZ HIGH SCHOOL,2035,MONTEZUMA-CORTEZ RE-1,H,,6026,flat,down,down,H
BYRON SYRING DELTA CENTER,2740,MONTE VISTA C-8,H,,6030,,,down,H
BILL METZ ELEMENTARY SCHOOL,2740,MONTE VISTA C-8,E,,6036,down,flat,flat,E
MONTE VISTA MIDDLE SCHOOL,2740,MONTE VISTA C-8,M,,6044,flat,flat,flat,M
MONTE VISTA SENIOR HIGH SCHOOL,2740,MONTE VISTA C-8,H,,6046,down,down,down,H
COLUMBINE MIDDLE SCHOOL,2180,MONTROSE COUNTY RE-1J,M,,6054,flat,flat,flat,M
MONTROSE HIGH SCHOOL,2180,MONTROSE COUNTY RE-1J,H,,6058,flat,flat,flat,H
MOUNTAIN RANGE HIGH SCHOOL,20,ADAMS 12 FIVE STAR SCHOOLS,H,,6060,flat,flat,flat,H
MONTVIEW MATH & HEALTH SCIENCES ELEMENTARY SCHOOL,180,ADAMS-ARAPAHOE 28J,E,,6068,up,down,down,E
FRUITA MONUMENT HIGH SCHOOL,2000,MESA COUNTY VALLEY 51,H,,6070,flat,flat,flat,H
MOORE K-8 SCHOOL,880,DENVER COUNTY 1,E,,6088,flat,flat,down,E
MOORE K-8 SCHOOL,880,DENVER COUNTY 1,M,,6088,flat,up,up,M
MOORE MIDDLE SCHOOL,1420,JEFFERSON COUNTY R-1,M,,6090,flat,flat,flat,M
MOREY MIDDLE SCHOOL,880,DENVER COUNTY 1,M,,6098,flat,up,flat,M
MORTON ELEMENTARY SCHOOL,2690,PUEBLO CITY 60,E,,6132,down,down,down,E
MORTENSEN ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,6133,up,flat,flat,E
YAMPAH MOUNTAIN SCHOOL,9030,MOUNTAIN BOCES,H,,6134,,,up,H
MOUNT CARBON ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,6135,flat,up,flat,E
PROJECT REBOUND,9030,MOUNTAIN BOCES,A,EMH,6136,,,flat,A
PROJECT REBOUND,9030,MOUNTAIN BOCES,H,,6136,,,flat,H
MOUNTAINSIDE ELEMENTARY SCHOOL,1000,FOUNTAIN 8,E,,6138,flat,flat,up,E
MOUNTAIN PHOENIX COMMUNITY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,6139,down,,down,E
MOUNTAIN RIDGE MIDDLE SCHOOL,1040,ACADEMY 20,M,,6140,flat,flat,flat,M
MOUNTAIN VALLEY ELEMENTARY SCHOOL,2790,MOUNTAIN VALLEY RE 1,E,,6142,flat,,down,E
MOUNTAIN VALLEY MIDDLE SCHOOL,2790,MOUNTAIN VALLEY RE 1,M,,6144,up,,up,M
MOUNTAIN VALLEY SENIOR HIGH SCHOOL,2790,MOUNTAIN VALLEY RE 1,H,,6146,,,up,H
MOUNTAIN VIEW ELEMENTARY SCHOOL,20,ADAMS 12 FIVE STAR SCHOOLS,E,,6150,flat,flat,down,E
MOUNTAIN VIEW ELEMENTARY SCHOOL,470,ST VRAIN VALLEY RE 1J,E,,6156,flat,up,up,E
MOUNTAIN VIEW ELEMENTARY SCHOOL,1040,ACADEMY 20,E,,6158,flat,up,flat,E
MRACHEK MIDDLE SCHOOL,180,ADAMS-ARAPAHOE 28J,M,,6160,flat,down,down,M
MOUNTAIN VISTA COMMUNITY SCHOOL,980,HARRISON 2,E,,6162,down,down,down,E
MOUNTAIN VISTA COMMUNITY SCHOOL,980,HARRISON 2,M,,6162,flat,flat,flat,M
MOUNTAIN VIEW HIGH SCHOOL,1560,THOMPSON R2-J,H,,6163,flat,up,up,H
MOUNTAIN RIDGE MIDDLE SCHOOL,900,DOUGLAS COUNTY RE 1,M,,6164,flat,flat,down,M
MOUNTAIN VISTA HIGH SCHOOL,900,DOUGLAS COUNTY RE 1,H,,6165,flat,down,flat,H
MOUNT GARFIELD MIDDLE SCHOOL,2000,MESA COUNTY VALLEY 51,M,,6166,down,up,flat,M
MUNROE ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,,6188,up,up,up,E
MURPHY CREEK K-8 SCHOOL,180,ADAMS-ARAPAHOE 28J,E,,6189,down,flat,flat,E
MURPHY CREEK K-8 SCHOOL,180,ADAMS-ARAPAHOE 28J,M,,6189,down,flat,flat,M
NAMAQUA ELEMENTARY SCHOOL,1560,THOMPSON R2-J,E,,6194,flat,down,down,E
NEW VISTA HIGH SCHOOL,480,BOULDER VALLEY RE 2,H,,6195,down,down,down,H
NATURITA ELEMENTARY & MIDDLE SCHOOL,2190,WEST END RE-2,E,,6196,up,down,flat,E
NEDERLAND ELEMENTARY SCHOOL,480,BOULDER VALLEY RE 2,E,,6208,up,flat,flat,E
NEDERLAND MIDDLE-SENIOR HIGH SCHOOL,480,BOULDER VALLEY RE 2,H,,6212,flat,up,flat,H
NEDERLAND MIDDLE-SENIOR HIGH SCHOOL,480,BOULDER VALLEY RE 2,M,,6212,flat,up,flat,M
NEW AMERICA SCHOOL,180,ADAMS-ARAPAHOE 28J,H,,6219,up,up,flat,H
NEW VISION CHARTER SCHOOL,1560,THOMPSON R2-J,E,,6220,up,up,up,E
NEW VISION CHARTER SCHOOL,1560,THOMPSON R2-J,M,,6220,flat,up,up,M
NEEDHAM ELEMENTARY SCHOOL,1520,DURANGO 9-R,E,,6222,flat,down,down,E
NEVIN PLATT MIDDLE SCHOOL,480,BOULDER VALLEY RE 2,M,,6224,flat,flat,flat,M
NEW AMERICA SCHOOL,1420,JEFFERSON COUNTY R-1,H,,6237,up,,down,H
NEW AMERICA CHARTER SCHOOL,910,EAGLE COUNTY RE 50,H,,6238,,,flat,H
NEW HORIZONS DAY SCHOOL,980,HARRISON 2,A,MH,6244,,,flat,A
NEW HORIZONS DAY SCHOOL,980,HARRISON 2,H,,6244,up,flat,down,H
NEW HORIZONS DAY SCHOOL,980,HARRISON 2,M,,6244,flat,down,flat,M
NEWLON ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,,6254,down,down,flat,E
NISLEY ELEMENTARY SCHOOL,2000,MESA COUNTY VALLEY 51,E,,6264,flat,flat,flat,E
NIWOT ELEMENTARY SCHOOL,470,ST VRAIN VALLEY RE 1J,E,,6274,flat,flat,flat,E
NIWOT HIGH SCHOOL,470,ST VRAIN VALLEY RE 1J,H,,6276,down,down,down,H
NORMANDY ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,6286,flat,flat,flat,E
NORTH ELEMENTARY SCHOOL,40,BRIGHTON 27J,E,,6294,down,down,down,E
NORTH FORK MONTESSORI SCHOOL,870,DELTA COUNTY 50(J),E,,6298,up,up,flat,E
NORTH MIDDLE SCHOOL,1010,COLORADO SPRINGS 11,M,,6306,flat,flat,flat,M
NORTH MIDDLE SCHOOL HEALTH SCIENCES AND TECHNOLOGY CAMPUS,180,ADAMS-ARAPAHOE 28J,M,,6310,up,down,flat,M
NORTH HIGH SCHOOL,880,DENVER COUNTY 1,H,,6314,up,up,flat,H
NORTH VALLEY SCHOOL FOR YOUNG ADULTS,10,MAPLETON 1,H,,6315,,,flat,H
NORTH ARVADA MIDDLE SCHOOL,1420,JEFFERSON COUNTY R-1,M,,6330,flat,flat,flat,M
PATRIOT ELEMENTARY SCHOOL,1000,FOUNTAIN 8,E,,6338,down,flat,flat,E
SHADOW RIDGE MIDDLE SCHOOL,20,ADAMS 12 FIVE STAR SCHOOLS,M,,6342,flat,flat,flat,M
HERITAGE MIDDLE SCHOOL,470,ST VRAIN VALLEY RE 1J,M,,6344,flat,up,flat,M
BRUCE RANDOLPH SCHOOL,880,DENVER COUNTY 1,H,,6350,flat,down,flat,H
BRUCE RANDOLPH SCHOOL,880,DENVER COUNTY 1,M,,6350,up,down,down,M
NORTH MESA ELEMENTARY SCHOOL,2700,PUEBLO COUNTY 70,E,,6354,flat,up,up,E
NORTH MOR ELEMENTARY SCHOOL,20,ADAMS 12 FIVE STAR SCHOOLS,E,,6355,flat,flat,flat,E
NORTH PARK JUNIOR-SENIOR HIGH SCHOOL,1410,NORTH PARK R-1,H,,6358,up,up,up,H
NORTH PARK JUNIOR-SENIOR HIGH SCHOOL,1410,NORTH PARK R-1,M,,6358,down,down,down,M
NORTH ROUTT CHARTER SCHOOL,2770,STEAMBOAT SPRINGS RE-2,E,,6363,up,,up,E
NORTH ROUTT CHARTER SCHOOL,2770,STEAMBOAT SPRINGS RE-2,M,,6363,up,,flat,M
NORTHRIDGE HIGH SCHOOL,3120,GREELEY 6,H,,6364,down,down,down,H
SKYVIEW ACADEMY,900,DOUGLAS COUNTY RE 1,E,,6365,flat,flat,flat,E
NORTHSIDE ELEMENTARY SCHOOL,2180,MONTROSE COUNTY RE-1J,E,,6366,down,down,down,E
NORTH STAR ELEMENTARY SCHOOL,20,ADAMS 12 FIVE STAR SCHOOLS,E,,6376,up,down,flat,E
NORTHEAST ACADEMY CHARTER SCHOOL,880,DENVER COUNTY 1,E,,6394,down,down,flat,E
NORTHEAST ACADEMY CHARTER SCHOOL,880,DENVER COUNTY 1,M,,6394,flat,down,down,M
NORTHEAST ELEMENTARY SCHOOL,40,BRIGHTON 27J,E,,6395,down,down,up,E
NORTHEAST ELEMENTARY SCHOOL,900,DOUGLAS COUNTY RE 1,E,,6396,flat,down,down,E
ACADEMIA ANA MARIE SANDOVAL,880,DENVER COUNTY 1,E,,6397,up,flat,up,E
NORTHGLENN MIDDLE SCHOOL,20,ADAMS 12 FIVE STAR SCHOOLS,M,,6398,flat,down,down,M
NORTHGLENN HIGH SCHOOL,20,ADAMS 12 FIVE STAR SCHOOLS,H,,6402,flat,down,down,H
NORTHRIDGE ELEMENTARY SCHOOL,470,ST VRAIN VALLEY RE 1J,E,,6404,flat,up,up,E
NORTHRIDGE ELEMENTARY SCHOOL,900,DOUGLAS COUNTY RE 1,E,,6406,flat,flat,down,E
NORWOOD ELEMENTARY SCHOOL,2840,NORWOOD R-2J,E,,6418,down,up,up,E
NORWOOD HIGH SCHOOL,2840,NORWOOD R-2J,H,,6422,up,flat,up,H
NORWOOD HIGH SCHOOL,2840,NORWOOD R-2J,M,,6422,up,flat,down,M
NUCLA HIGH SCHOOL,2190,WEST END RE-2,H,,6436,flat,up,up,H
NUCLA HIGH SCHOOL,2190,WEST END RE-2,M,,6436,up,up,up,M
OAK CREEK ELEMENTARY SCHOOL,980,HARRISON 2,E,,6460,down,down,flat,E
OAK GROVE ELEMENTARY SCHOOL,2180,MONTROSE COUNTY RE-1J,E,,6466,flat,up,up,E
OBERON JUNIOR HIGH SCHOOL,1420,JEFFERSON COUNTY R-1,M,,6470,flat,flat,flat,M
